model,fold,protein,tp0,tp1,tp2,tp3,tp4,tp5,fn0,fn1,fn2,fn3,fn4,fn5,fp0,fp1,fp2,fp3,fp4,fp5
esmc_6b,2,O44185,9,9,9,9,10,10,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,O44516,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O48915,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O49644,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,O49645,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,O57413,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,O60087,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,O64864,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O64865,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O73795,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,O75003,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,O77256,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,O78504,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O82081,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,O82549,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,O88947,0,0,0,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1
esmc_6b,2,O89094,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,O94779,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O95831,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,O95980,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,O96447,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,O96812,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P00740,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P00741,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P00742,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P00745,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,P00750,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P01068,0,0,0,0,0,1,12,12,12,12,12,11,3,3,3,3,3,2
esmc_6b,2,P01156,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P01252,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P01344,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P01346,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P01357,3,4,5,5,5,5,3,2,1,1,1,1,11,10,9,9,9,9
esmc_6b,2,P01358,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,P01501,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P01579,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P02545,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P02674,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P02681,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P02876,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,P03997,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P03998,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P04002,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P04070,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P04124,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P05017,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P05019,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P05060,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P05118,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,P05222,1,1,1,1,2,2,1,1,1,1,0,0,8,8,8,8,7,7
esmc_6b,2,P05224,1,3,4,4,4,4,4,2,1,1,1,1,10,8,7,7,7,7
esmc_6b,2,P05225,1,1,2,2,3,4,4,4,3,3,2,1,9,9,8,8,7,6
esmc_6b,2,P05226,2,4,5,5,5,5,4,2,1,1,1,1,13,11,10,10,10,10
esmc_6b,2,P06302,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P06454,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P06731,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P07095,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P07455,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P07456,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P07835,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P07907,0,0,0,0,0,1,4,4,4,4,4,3,3,3,3,3,3,2
esmc_6b,2,P08025,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P08454,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,P08459,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P08709,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P09031,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P09166,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P09167,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P09535,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P09598,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P09989,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0C0P5,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,P0C0P6,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,P0C0P7,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,P0C0P8,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,P0C1V9,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C1W0,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,P0C1X1,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2
esmc_6b,2,P0C1Y2,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,P0C252,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P0C254,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,P0C255,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0C2B0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C2B1,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,P0C2F3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0C2S9,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc_6b,2,P0C408,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C409,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C410,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C636,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P0C637,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C638,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P0C639,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C640,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0C666,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc_6b,2,P0C667,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P0C668,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
esmc_6b,2,P0C670,0,1,1,2,2,2,2,1,1,0,0,0,2,1,1,0,0,0
esmc_6b,2,P0C6E4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0C6E8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0C7S9,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc_6b,2,P0C828,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc_6b,2,P0C829,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2
esmc_6b,2,P0C8P8,0,0,1,1,1,1,1,1,0,0,0,0,2,2,1,1,1,1
esmc_6b,2,P0C8P9,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc_6b,2,P0C8R2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0C8U4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C8U6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C8U7,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0C8U8,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1
esmc_6b,2,P0C8U9,0,0,0,0,0,1,2,2,2,2,2,1,3,3,3,3,3,2
esmc_6b,2,P0C8V0,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,P0C8W1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C8W2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C901,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,P0C940,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C954,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0C955,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,P0C956,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0CAQ2,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,P0CAQ3,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc_6b,2,P0CAQ5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CAQ6,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0CAQ7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0CAQ8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0CAQ9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0CAZ2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CAZ3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CAZ4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CAZ5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CAZ6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CAZ7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CAZ8,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P0CAZ9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CB07,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CB08,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0CB12,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CB14,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0CE73,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0CE75,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2
esmc_6b,2,P0CE76,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2
esmc_6b,2,P0CE79,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CE80,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CE81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CE82,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CE83,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CH50,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0CI13,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P0CI49,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0CY75,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0CY76,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,P0CY77,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0CY78,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc_6b,2,P0CY80,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
esmc_6b,2,P0CY81,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0CY82,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,P0CY86,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P0DJ02,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DJ03,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DJO3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DJO4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DKM1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,P0DKN0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0DKP4,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0
esmc_6b,2,P0DKP6,0,0,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0
esmc_6b,2,P0DKP8,0,0,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0
esmc_6b,2,P0DM21,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0DM23,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0DM26,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2
esmc_6b,2,P0DME6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DME7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DME8,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DME9,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DMF1,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4
esmc_6b,2,P0DMF4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DMF5,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0DMF6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DMF7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0DMF9,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DMZ2,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,P0DMZ8,0,0,4,5,5,5,5,5,1,0,0,0,5,5,1,0,0,0
esmc_6b,2,P0DMZ9,0,0,4,5,5,5,5,5,1,0,0,0,5,5,1,0,0,0
esmc_6b,2,P0DN46,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
esmc_6b,2,P0DN47,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P0DOZ7,1,2,3,3,3,3,2,1,0,0,0,0,2,1,0,0,0,0
esmc_6b,2,P0DPE6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0DPL8,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
esmc_6b,2,P0DPL9,0,1,1,1,2,2,2,1,1,1,0,0,2,1,1,1,0,0
esmc_6b,2,P0DPM0,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P0DPM1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0DPT2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P0DQJ4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DQP3,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,P0DQP4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DQR6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DRD0,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0DRD1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0DRD2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DRD4,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P0DRD5,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
esmc_6b,2,P0DRH5,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,P0DRH6,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,P0DRH7,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P0DRH9,0,0,0,0,0,1,2,2,2,2,2,1,4,4,4,4,4,3
esmc_6b,2,P0DRI0,0,0,0,0,1,1,2,2,2,2,1,1,3,3,3,3,2,2
esmc_6b,2,P0DRI1,0,0,0,1,1,1,2,2,2,1,1,1,3,3,3,2,2,2
esmc_6b,2,P0DRI3,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,P0DSI4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DSI5,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0
esmc_6b,2,P0DSI6,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P0DSJ4,0,0,1,1,1,1,1,1,0,0,0,0,2,2,1,1,1,1
esmc_6b,2,P0DSJ5,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,P0DSJ8,0,0,1,1,1,2,2,2,1,1,1,0,2,2,1,1,1,0
esmc_6b,2,P0DSJ9,0,0,1,1,1,2,2,2,1,1,1,0,2,2,1,1,1,0
esmc_6b,2,P0DSK1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0DSK4,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P0DUG2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0DUJ5,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
esmc_6b,2,P0DUQ4,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
esmc_6b,2,P0DUQ8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0DV71,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,P0DW72,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,P0DX20,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0DX61,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DX64,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DXT1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DXT2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DXT3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc_6b,2,P0DXT4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DXT5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DXT7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P0DXT8,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
esmc_6b,2,P0DXT9,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
esmc_6b,2,P0DXU0,0,0,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0
esmc_6b,2,P0DXU1,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc_6b,2,P0DXZ8,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,P0DY01,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,P0DY02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P0DY17,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc_6b,2,P0DY19,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
esmc_6b,2,P0DY25,0,0,0,1,1,2,2,2,2,1,1,0,2,2,2,1,1,0
esmc_6b,2,P0DY99,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
esmc_6b,2,P10347,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P10348,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P10673,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P10743,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,P10763,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P10764,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P10863,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P10968,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,P10969,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc_6b,2,P11006,7,7,7,7,7,7,12,12,12,12,12,12,6,6,6,6,6,6
esmc_6b,2,P11214,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P11863,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P12163,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P12164,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P12729,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P12960,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
esmc_6b,2,P13208,0,1,1,4,5,10,25,24,24,21,20,15,12,11,11,8,7,2
esmc_6b,2,P13684,0,0,1,1,1,1,2,2,1,1,1,1,3,3,2,2,2,2
esmc_6b,2,P14089,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P14530,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P14749,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P14781,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc_6b,2,P15167,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P15471,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc_6b,2,P15490,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P15566,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P15819,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc_6b,2,P16014,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P16094,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc_6b,2,P16231,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc_6b,2,P16291,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
esmc_6b,2,P16292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
