model,fold,protein,task,length,lbin,genus,new,matched
baseline_esm2,5,F4KB79,pep,16,15-19,Arabidopsis,False,0
baseline_esm2,5,F4KB79,propep,49,45-50,Arabidopsis,False,0
baseline_esm2,5,F4KB79,propep,6,5-9,Arabidopsis,False,1
baseline_esm2,5,F5CPE8,propep,45,45-50,Micrurus,False,0
baseline_esm2,5,F5CPE8,propep,11,10-14,Micrurus,False,0
baseline_esm2,5,F6KSI8,pep,39,35-39,Panulirus,False,0
baseline_esm2,5,G1UBC2,propep,21,20-24,Candida,False,1
baseline_esm2,5,G3MU46,pep,11,10-14,Caenorhabditis,False,0
baseline_esm2,5,G3MU46,pep,12,10-14,Caenorhabditis,False,1
baseline_esm2,5,G3MU46,pep,31,30-34,Caenorhabditis,False,0
baseline_esm2,5,G3MU46,propep,5,5-9,Caenorhabditis,False,0
baseline_esm2,5,G3MU46,propep,8,5-9,Caenorhabditis,False,1
baseline_esm2,5,G3MU46,propep,22,20-24,Caenorhabditis,False,0
baseline_esm2,5,H3BJG9,propep,24,20-24,Mus,False,0
baseline_esm2,5,I1S2N3,propep,17,15-19,Gibberella,False,0
baseline_esm2,5,K7LFJ0,pep,8,5-9,Glycine,False,1
baseline_esm2,5,K7LSB9,pep,8,5-9,Glycine,False,0
baseline_esm2,5,L0GCJ6,pep,18,15-19,Urodacus,False,0
baseline_esm2,5,L0GCJ6,propep,45,45-50,Urodacus,False,0
baseline_esm2,5,M1E1F0,pep,35,35-39,Hexophthalma,False,0
baseline_esm2,5,M1E1F0,propep,19,15-19,Hexophthalma,False,1
baseline_esm2,5,M1E1F1,pep,31,30-34,Hexophthalma,False,1
baseline_esm2,5,M1E1F1,propep,17,15-19,Hexophthalma,False,1
baseline_esm2,5,O00451,propep,20,20-24,Homo,False,1
baseline_esm2,5,O04500,propep,25,25-29,Arabidopsis,False,0
baseline_esm2,5,O08619,propep,37,35-39,Rattus,False,0
baseline_esm2,5,O08842,propep,21,20-24,Mus,False,1
baseline_esm2,5,O09164,propep,9,5-9,Mus,False,0
baseline_esm2,5,O09209,pep,35,35-39,Agrius,False,1
baseline_esm2,5,O09209,pep,21,20-24,Agrius,False,1
baseline_esm2,5,O09209,propep,24,20-24,Agrius,False,1
baseline_esm2,5,O13035,propep,43,40-44,Gallus,False,0
baseline_esm2,5,O13035,propep,50,45-50,Gallus,False,0
baseline_esm2,5,O13035,propep,30,30-34,Gallus,False,0
baseline_esm2,5,O13035,propep,11,10-14,Gallus,False,0
baseline_esm2,5,O13035,propep,39,35-39,Gallus,False,0
baseline_esm2,5,O13156,propep,39,35-39,Gallus,False,0
baseline_esm2,5,O13157,propep,20,20-24,Gallus,False,1
baseline_esm2,5,O13351,propep,6,5-9,Schizosaccharomyces,False,1
baseline_esm2,5,O14669,propep,26,25-29,Homo,False,1
baseline_esm2,5,O18492,pep,23,20-24,Styela,False,0
baseline_esm2,5,O18492,propep,10,10-14,Styela,False,1
baseline_esm2,5,O18492,propep,27,25-29,Styela,False,0
baseline_esm2,5,O18493,pep,23,20-24,Styela,False,0
baseline_esm2,5,O18493,propep,10,10-14,Styela,False,1
baseline_esm2,5,O18493,propep,27,25-29,Styela,False,0
baseline_esm2,5,O18641,pep,24,20-24,Helicoverpa,False,1
baseline_esm2,5,O18641,pep,7,5-9,Helicoverpa,False,1
baseline_esm2,5,O18641,pep,18,15-19,Helicoverpa,False,1
baseline_esm2,5,O18641,pep,33,30-34,Helicoverpa,False,1
baseline_esm2,5,O18641,pep,8,5-9,Helicoverpa,False,1
baseline_esm2,5,O18641,propep,44,40-44,Helicoverpa,False,0
baseline_esm2,5,O18641,propep,23,20-24,Helicoverpa,False,1
baseline_esm2,5,O18794,pep,36,35-39,Macaca,False,0
baseline_esm2,5,O18794,propep,11,10-14,Macaca,False,0
baseline_esm2,5,O18811,pep,22,20-24,Macaca,False,1
baseline_esm2,5,O18815,pep,38,35-39,Bos,True,1
baseline_esm2,5,O18845,pep,22,20-24,Ovis,False,0
baseline_esm2,5,O23006,propep,32,30-34,Arabidopsis,False,0
baseline_esm2,5,O31422,pep,26,25-29,Bacillus,False,1
baseline_esm2,5,O31422,propep,29,25-29,Bacillus,False,1
baseline_esm2,5,O32388,propep,28,25-29,Porphyromonas,False,1
baseline_esm2,5,O35118,propep,26,25-29,Mus,False,1
baseline_esm2,5,O44662,pep,7,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44662,pep,8,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44662,pep,8,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44662,pep,5,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44662,pep,6,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44662,pep,7,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44663,pep,7,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44663,pep,8,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44663,pep,5,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44663,pep,5,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44663,pep,7,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44664,pep,7,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44664,pep,8,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44664,pep,6,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44664,pep,6,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44664,pep,6,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44664,pep,6,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44665,pep,7,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44665,pep,8,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44665,pep,6,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44665,pep,6,5-9,Caenorhabditis,False,0
baseline_esm2,5,O44665,pep,6,5-9,Caenorhabditis,False,0
baseline_esm2,5,O45027,pep,7,5-9,Mamestra,True,1
baseline_esm2,5,O45027,pep,18,15-19,Mamestra,True,1
baseline_esm2,5,O45027,pep,33,30-34,Mamestra,True,1
baseline_esm2,5,O45027,pep,8,5-9,Mamestra,True,1
baseline_esm2,5,O45027,propep,44,40-44,Mamestra,True,0
baseline_esm2,5,O45027,propep,23,20-24,Mamestra,True,1
baseline_esm2,5,O46617,pep,22,20-24,Equus,True,0
baseline_esm2,5,O60609,propep,26,25-29,Homo,False,1
baseline_esm2,5,O61016,propep,9,5-9,Crithidia,False,0
baseline_esm2,5,O61271,pep,27,25-29,Bombyx,False,1
baseline_esm2,5,O61271,pep,21,20-24,Bombyx,False,1
baseline_esm2,5,O61271,propep,19,15-19,Bombyx,False,1
baseline_esm2,5,O62697,pep,41,40-44,Sus,False,1
baseline_esm2,5,O62820,pep,22,20-24,Bos,False,0
baseline_esm2,5,O70176,pep,48,45-50,Mus,False,1
baseline_esm2,5,O70176,pep,38,35-39,Mus,False,1
baseline_esm2,5,O75326,propep,18,15-19,Homo,False,0
baseline_esm2,5,O76198,propep,44,40-44,Phoneutria,False,1
baseline_esm2,5,O76818,pep,27,25-29,Agrotis,False,0
baseline_esm2,5,O76818,pep,25,25-29,Agrotis,False,0
baseline_esm2,5,O76818,pep,19,15-19,Agrotis,False,0
baseline_esm2,5,O76818,pep,7,5-9,Agrotis,False,1
baseline_esm2,5,O76818,pep,18,15-19,Agrotis,False,1
baseline_esm2,5,O76818,pep,33,30-34,Agrotis,False,1
baseline_esm2,5,O76818,pep,8,5-9,Agrotis,False,1
baseline_esm2,5,O76818,pep,14,10-14,Agrotis,False,0
baseline_esm2,5,O76818,propep,8,5-9,Agrotis,False,0
baseline_esm2,5,O81003,pep,5,5-9,Arabidopsis,False,0
baseline_esm2,5,O81003,propep,5,5-9,Arabidopsis,False,0
baseline_esm2,5,O81277,pep,5,5-9,Oryza,False,0
baseline_esm2,5,O81277,propep,5,5-9,Oryza,False,0
baseline_esm2,5,O82227,propep,26,25-29,Arabidopsis,True,1
baseline_esm2,5,O89117,pep,37,35-39,Rattus,False,0
baseline_esm2,5,O89117,propep,11,10-14,Rattus,False,0
baseline_esm2,5,O93512,propep,28,25-29,Gallus,False,1
baseline_esm2,5,O94549,propep,20,20-24,Schizosaccharomyces,False,0
baseline_esm2,5,O95399,pep,11,10-14,Homo,False,1
baseline_esm2,5,O97395,pep,23,20-24,Styela,False,0
baseline_esm2,5,O97395,propep,12,10-14,Styela,False,1
baseline_esm2,5,O97395,propep,28,25-29,Styela,False,0
baseline_esm2,5,O97946,pep,38,35-39,Capra,False,1
baseline_esm2,5,O97946,propep,6,5-9,Capra,False,0
baseline_esm2,5,O97980,pep,10,10-14,Homo,False,0
baseline_esm2,5,P00273,pep,36,35-39,Megalodesulfovibrio,False,0
baseline_esm2,5,P00488,propep,37,35-39,Homo,False,0
baseline_esm2,5,P01165,pep,13,10-14,Sus,False,1
baseline_esm2,5,P01203,pep,5,5-9,Camelus,False,0
baseline_esm2,5,P01205,pep,5,5-9,Oncorhynchus,False,0
baseline_esm2,5,P01282,pep,42,40-44,Homo,False,1
baseline_esm2,5,P01282,pep,28,25-29,Homo,False,1
baseline_esm2,5,P01282,propep,15,15-19,Homo,False,0
baseline_esm2,5,P01283,pep,42,40-44,Rattus,False,1
baseline_esm2,5,P01283,pep,28,25-29,Rattus,False,1
baseline_esm2,5,P01283,propep,15,15-19,Rattus,False,0
baseline_esm2,5,P01284,pep,27,25-29,Sus,True,1
baseline_esm2,5,P01284,pep,28,25-29,Sus,True,1
baseline_esm2,5,P01298,pep,36,35-39,Homo,False,1
baseline_esm2,5,P01298,pep,20,20-24,Homo,False,0
baseline_esm2,5,P01298,propep,7,5-9,Homo,False,0
baseline_esm2,5,P01299,pep,36,35-39,Canis,False,1
baseline_esm2,5,P01299,pep,20,20-24,Canis,False,0
baseline_esm2,5,P01299,propep,5,5-9,Canis,False,0
baseline_esm2,5,P01300,pep,36,35-39,Sus,True,0
baseline_esm2,5,P01300,pep,19,15-19,Sus,True,0
baseline_esm2,5,P01301,pep,36,35-39,Ovis,True,1
baseline_esm2,5,P01301,pep,20,20-24,Ovis,True,1
baseline_esm2,5,P01302,pep,36,35-39,Bos,False,1
baseline_esm2,5,P01302,pep,21,20-24,Bos,False,1
baseline_esm2,5,P01302,pep,39,35-39,Bos,False,1
baseline_esm2,5,P01303,pep,36,35-39,Homo,False,1
baseline_esm2,5,P01303,pep,30,30-34,Homo,False,1
baseline_esm2,5,P01304,pep,36,35-39,Sus,True,1
baseline_esm2,5,P01307,pep,22,20-24,Sus,False,1
baseline_esm2,5,P01347,pep,35,35-39,Rattus,False,0
baseline_esm2,5,P01347,pep,24,20-24,Rattus,False,1
baseline_esm2,5,P01348,pep,32,30-34,Sus,False,0
baseline_esm2,5,P01348,pep,22,20-24,Sus,False,1
baseline_esm2,5,P01349,pep,20,20-24,Carcharias,True,0
baseline_esm2,5,P01349,pep,24,20-24,Carcharias,True,0
baseline_esm2,5,P01364,pep,26,25-29,Aplysia,False,0
baseline_esm2,5,P01364,pep,12,10-14,Aplysia,False,0
baseline_esm2,5,P01364,pep,43,40-44,Aplysia,False,1
baseline_esm2,5,P02814,pep,38,35-39,Homo,False,1
baseline_esm2,5,P02866,propep,15,15-19,Canavalia,False,0
baseline_esm2,5,P02866,propep,9,5-9,Canavalia,False,0
baseline_esm2,5,P02870,propep,7,5-9,Lens,False,0
baseline_esm2,5,P02870,propep,6,5-9,Lens,False,0
baseline_esm2,5,P02873,propep,7,5-9,Phaseolus,False,0
baseline_esm2,5,P02896,propep,23,20-24,Trypanosoma,False,1
baseline_esm2,5,P04058,propep,22,20-24,Tetronarce,False,1
baseline_esm2,5,P04090,pep,29,25-29,Homo,False,1
baseline_esm2,5,P04090,pep,24,20-24,Homo,False,1
baseline_esm2,5,P04279,pep,31,30-34,Homo,False,0
baseline_esm2,5,P04566,pep,27,25-29,Cavia,True,1
baseline_esm2,5,P04566,pep,28,25-29,Cavia,True,0
baseline_esm2,5,P04808,pep,31,30-34,Homo,False,1
baseline_esm2,5,P04808,pep,23,20-24,Homo,False,1
baseline_esm2,5,P05140,propep,17,15-19,Hemitripterus,False,1
baseline_esm2,5,P05161,propep,8,5-9,Homo,False,1
baseline_esm2,5,P05186,propep,23,20-24,Homo,False,1
baseline_esm2,5,P05187,propep,29,25-29,Homo,False,1
baseline_esm2,5,P05408,pep,13,10-14,Homo,False,1
baseline_esm2,5,P05657,propep,9,5-9,Bacillus,True,0
baseline_esm2,5,P05834,propep,26,25-29,Escherichia,False,1
baseline_esm2,5,P06303,pep,36,35-39,Rattus,False,1
baseline_esm2,5,P06303,pep,30,30-34,Rattus,False,1
baseline_esm2,5,P06884,pep,36,35-39,Felis,True,0
baseline_esm2,5,P06884,pep,20,20-24,Felis,True,0
baseline_esm2,5,P07140,propep,30,30-34,Drosophila,False,1
baseline_esm2,5,P07224,propep,17,15-19,Bos,False,1
baseline_esm2,5,P07225,propep,17,15-19,Homo,False,1
baseline_esm2,5,P07602,propep,43,40-44,Homo,False,0
baseline_esm2,5,P07602,propep,36,35-39,Homo,False,0
baseline_esm2,5,P07602,propep,12,10-14,Homo,False,0
baseline_esm2,5,P07602,propep,38,35-39,Homo,False,0
baseline_esm2,5,P07662,propep,9,5-9,Pseudomonas,False,0
baseline_esm2,5,P07692,propep,23,20-24,Torpedo,False,1
baseline_esm2,5,P07808,pep,36,35-39,Rattus,False,1
baseline_esm2,5,P07808,pep,30,30-34,Rattus,False,1
baseline_esm2,5,P07987,propep,6,5-9,Hypocrea,False,1
baseline_esm2,5,P08289,propep,23,20-24,Rattus,False,1
baseline_esm2,5,P08697,propep,12,10-14,Homo,False,0
baseline_esm2,5,P08947,pep,9,5-9,Phyllomedusa,False,0
baseline_esm2,5,P08947,propep,18,15-19,Phyllomedusa,False,0
baseline_esm2,5,P08947,propep,30,30-34,Phyllomedusa,False,1
baseline_esm2,5,P08948,pep,9,5-9,Phyllomedusa,False,0
baseline_esm2,5,P08948,propep,18,15-19,Phyllomedusa,False,0
baseline_esm2,5,P08948,propep,30,30-34,Phyllomedusa,False,1
baseline_esm2,5,P08950,pep,11,10-14,Lithobates,False,0
baseline_esm2,5,P08950,propep,20,20-24,Lithobates,False,0
baseline_esm2,5,P08950,propep,21,20-24,Lithobates,False,1
baseline_esm2,5,P09040,pep,7,5-9,Drosophila,False,0
baseline_esm2,5,P09040,pep,9,5-9,Drosophila,False,1
baseline_esm2,5,P09040,pep,14,10-14,Drosophila,False,1
baseline_esm2,5,P09040,propep,40,40-44,Drosophila,False,0
baseline_esm2,5,P09040,propep,26,25-29,Drosophila,False,1
baseline_esm2,5,P09242,propep,23,20-24,Mus,False,1
baseline_esm2,5,P09475,pep,37,35-39,Lophius,True,0
baseline_esm2,5,P09475,pep,30,30-34,Lophius,True,0
baseline_esm2,5,P09487,propep,25,25-29,Bos,False,1
baseline_esm2,5,P09681,pep,42,40-44,Homo,False,0
baseline_esm2,5,P09681,propep,29,25-29,Homo,False,0
baseline_esm2,5,P09923,propep,25,25-29,Homo,False,1
baseline_esm2,5,P09971,pep,24,20-24,Bombyx,False,0
baseline_esm2,5,P09971,pep,7,5-9,Bombyx,False,1
baseline_esm2,5,P09971,pep,17,15-19,Bombyx,False,1
baseline_esm2,5,P09971,pep,34,30-34,Bombyx,False,1
baseline_esm2,5,P09971,pep,8,5-9,Bombyx,False,1
baseline_esm2,5,P09971,propep,44,40-44,Bombyx,False,0
baseline_esm2,5,P09971,propep,22,20-24,Bombyx,False,1
baseline_esm2,5,P0A312,propep,21,20-24,Lactococcus,False,1
baseline_esm2,5,P0A313,propep,21,20-24,Lactococcus,False,1
baseline_esm2,5,P0C1T5,pep,23,20-24,Arabidopsis,False,0
baseline_esm2,5,P0C249,pep,7,5-9,Conus,False,1
baseline_esm2,5,P0C2S8,propep,13,10-14,Phoneutria,False,1
baseline_esm2,5,P0C2X7,pep,34,30-34,Chilobrachys,False,0
baseline_esm2,5,P0C2X7,propep,8,5-9,Chilobrachys,False,1
baseline_esm2,5,P0C5X7,pep,29,25-29,Chilobrachys,False,1
baseline_esm2,5,P0C5X7,propep,32,30-34,Chilobrachys,False,1
baseline_esm2,5,P0C8S6,pep,22,20-24,Conus,False,0
baseline_esm2,5,P0C957,propep,24,20-24,Aspergillus,False,1
baseline_esm2,5,P0C958,propep,24,20-24,Aspergillus,False,1
baseline_esm2,5,P0CG54,propep,7,5-9,Cavia,False,1
baseline_esm2,5,P0CH28,propep,6,5-9,Bos,False,1
baseline_esm2,5,P0CH56,pep,34,30-34,Chilobrachys,False,1
baseline_esm2,5,P0CH56,propep,29,25-29,Chilobrachys,False,1
baseline_esm2,5,P0CH70,pep,34,30-34,Cyriopagopus,False,0
baseline_esm2,5,P0CI88,propep,10,10-14,Lychas,True,0
baseline_esm2,5,P0CS83,propep,38,35-39,Candida,False,1
baseline_esm2,5,P0CS93,propep,17,15-19,Gibberella,False,0
baseline_esm2,5,P0CW02,propep,22,20-24,Mus,False,0
baseline_esm2,5,P0CW03,propep,22,20-24,Mus,False,0
baseline_esm2,5,P0CY26,propep,32,30-34,Candida,False,1
baseline_esm2,5,P0CY27,propep,32,30-34,Candida,False,1
baseline_esm2,5,P0CY28,propep,40,40-44,Candida,False,0
baseline_esm2,5,P0CY29,propep,40,40-44,Candida,False,0
baseline_esm2,5,P0DE28,propep,9,5-9,Streptococcus,True,1
baseline_esm2,5,P0DE29,propep,9,5-9,Streptococcus,True,1
baseline_esm2,5,P0DJ06,propep,38,35-39,Candida,False,1
baseline_esm2,5,P0DJ95,pep,27,25-29,Heloderma,True,0
baseline_esm2,5,P0DJI8,propep,28,25-29,Homo,False,0
baseline_esm2,5,P0DKL3,propep,9,5-9,Maackia,False,0
baseline_esm2,5,P0DKM3,propep,25,25-29,Iotyrris,False,0
baseline_esm2,5,P0DKN1,propep,17,15-19,Iotyrris,False,0
baseline_esm2,5,P0DL57,propep,30,30-34,Phlogius,False,1
baseline_esm2,5,P0DL58,propep,28,25-29,Phlogius,False,1
baseline_esm2,5,P0DL58,propep,5,5-9,Phlogius,False,0
baseline_esm2,5,P0DM55,propep,6,5-9,Scorpiops,False,0
baseline_esm2,5,P0DM67,propep,8,5-9,Selenotypus,False,1
baseline_esm2,5,P0DM68,pep,29,25-29,Selenotypus,False,1
baseline_esm2,5,P0DM68,propep,29,25-29,Selenotypus,False,1
baseline_esm2,5,P0DMD7,propep,6,5-9,Metridium,False,1
baseline_esm2,5,P0DMD7,propep,14,10-14,Metridium,False,0
baseline_esm2,5,P0DMG0,pep,11,10-14,Chaerilus,False,1
baseline_esm2,5,P0DMG0,propep,34,30-34,Chaerilus,False,1
baseline_esm2,5,P0DN01,propep,19,15-19,Anemonia,False,1
baseline_esm2,5,P0DN03,propep,18,15-19,Anemonia,True,1
baseline_esm2,5,P0DN04,propep,22,20-24,Anemonia,False,1
baseline_esm2,5,P0DN98,pep,15,15-19,Arabidopsis,False,1
baseline_esm2,5,P0DP14,pep,7,5-9,Conus,False,1
baseline_esm2,5,P0DP55,pep,36,35-39,Meiacanthus,False,1
baseline_esm2,5,P0DP55,pep,32,30-34,Meiacanthus,False,1
baseline_esm2,5,P0DPU4,propep,11,10-14,Scolopendra,False,1
baseline_esm2,5,P0DQA3,propep,9,5-9,Scolopendra,False,1
baseline_esm2,5,P0DQA4,propep,9,5-9,Scolopendra,False,1
baseline_esm2,5,P0DQA5,propep,16,15-19,Scolopendra,False,1
baseline_esm2,5,P0DRB9,propep,21,20-24,Telmatactis,True,1
baseline_esm2,5,P0DRC4,propep,5,5-9,Conus,True,1
baseline_esm2,5,P0DRI2,propep,15,15-19,Exaiptasia,True,0
baseline_esm2,5,P0DRI2,propep,21,20-24,Exaiptasia,True,0
baseline_esm2,5,P0DRJ4,pep,18,15-19,Lycosa,True,1
baseline_esm2,5,P0DRJ4,pep,25,25-29,Lycosa,True,1
baseline_esm2,5,P0DRJ4,pep,18,15-19,Lycosa,True,1
baseline_esm2,5,P0DRJ4,pep,18,15-19,Lycosa,True,0
baseline_esm2,5,P0DRJ4,pep,18,15-19,Lycosa,True,0
baseline_esm2,5,P0DRJ4,pep,18,15-19,Lycosa,True,1
baseline_esm2,5,P0DRJ4,pep,18,15-19,Lycosa,True,1
baseline_esm2,5,P0DRJ4,propep,37,35-39,Lycosa,True,1
baseline_esm2,5,P0DRJ4,propep,15,15-19,Lycosa,True,1
baseline_esm2,5,P0DRJ4,propep,15,15-19,Lycosa,True,1
baseline_esm2,5,P0DRJ4,propep,15,15-19,Lycosa,True,0
baseline_esm2,5,P0DRJ4,propep,15,15-19,Lycosa,True,0
baseline_esm2,5,P0DRJ4,propep,15,15-19,Lycosa,True,0
baseline_esm2,5,P0DRJ4,propep,15,15-19,Lycosa,True,0
baseline_esm2,5,P0DTJ9,pep,17,15-19,Conus,False,0
baseline_esm2,5,P0DTJ9,propep,39,35-39,Conus,False,0
baseline_esm2,5,P0DUT2,pep,31,30-34,Doratifera,False,1
baseline_esm2,5,P0DUT2,pep,31,30-34,Doratifera,False,1
baseline_esm2,5,P0DUT2,pep,31,30-34,Doratifera,False,1
baseline_esm2,5,P0DUT2,propep,8,5-9,Doratifera,False,1
baseline_esm2,5,P0DUT2,propep,15,15-19,Doratifera,False,0
baseline_esm2,5,P0DUT2,propep,15,15-19,Doratifera,False,0
baseline_esm2,5,P0DUT6,pep,11,10-14,Doratifera,False,0
baseline_esm2,5,P0DUT6,pep,10,10-14,Doratifera,False,0
baseline_esm2,5,P0DUT6,pep,13,10-14,Doratifera,False,0
baseline_esm2,5,P0DUT6,propep,5,5-9,Doratifera,False,0
baseline_esm2,5,P0DUT6,propep,5,5-9,Doratifera,False,0
baseline_esm2,5,P0DY21,propep,26,25-29,Actinia,True,1
baseline_esm2,5,P10082,pep,36,35-39,Homo,False,1
baseline_esm2,5,P10082,propep,30,30-34,Homo,False,0
baseline_esm2,5,P10419,propep,8,5-9,Anthopleura,False,1
baseline_esm2,5,P10419,propep,8,5-9,Anthopleura,False,1
baseline_esm2,5,P10419,propep,8,5-9,Anthopleura,False,0
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,21,20-24,Drosophila,False,0
baseline_esm2,5,P10552,pep,6,5-9,Drosophila,False,0
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,0
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,7,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,0
baseline_esm2,5,P10552,pep,7,5-9,Drosophila,False,1
baseline_esm2,5,P10552,pep,9,5-9,Drosophila,False,0
baseline_esm2,5,P10552,pep,8,5-9,Drosophila,False,1
baseline_esm2,5,P10552,propep,6,5-9,Drosophila,False,0
baseline_esm2,5,P10601,pep,36,35-39,Mus,False,1
baseline_esm2,5,P10601,pep,32,30-34,Mus,False,1
baseline_esm2,5,P10631,pep,36,35-39,Rattus,False,1
baseline_esm2,5,P10631,propep,31,30-34,Rattus,False,0
baseline_esm2,5,P10674,propep,27,25-29,Drosophila,False,1
baseline_esm2,5,P10675,propep,31,30-34,Schistocerca,False,0
baseline_esm2,5,P10696,propep,29,25-29,Homo,False,1
baseline_esm2,5,P10960,propep,43,40-44,Rattus,False,0
baseline_esm2,5,P10960,propep,36,35-39,Rattus,False,0
baseline_esm2,5,P10960,propep,38,35-39,Rattus,False,0
baseline_esm2,5,P11159,pep,24,20-24,Helicoverpa,False,1
baseline_esm2,5,P11159,pep,7,5-9,Helicoverpa,False,1
baseline_esm2,5,P11159,pep,18,15-19,Helicoverpa,False,1
baseline_esm2,5,P11159,pep,33,30-34,Helicoverpa,False,1
baseline_esm2,5,P11159,pep,8,5-9,Helicoverpa,False,1
baseline_esm2,5,P11159,propep,44,40-44,Helicoverpa,False,0
baseline_esm2,5,P11159,propep,23,20-24,Helicoverpa,False,1
baseline_esm2,5,P11184,pep,32,30-34,Balaenoptera,False,0
baseline_esm2,5,P11184,pep,22,20-24,Balaenoptera,False,1
baseline_esm2,5,P11185,pep,32,30-34,Balaenoptera,False,0
baseline_esm2,5,P11185,pep,22,20-24,Balaenoptera,False,1
baseline_esm2,5,P11952,pep,40,40-44,Leucoraja,False,0
baseline_esm2,5,P11952,pep,24,20-24,Leucoraja,False,0
baseline_esm2,5,P11953,pep,30,30-34,Squalus,False,0
baseline_esm2,5,P11953,pep,24,20-24,Squalus,False,0
baseline_esm2,5,P12872,pep,22,20-24,Homo,False,0
baseline_esm2,5,P12961,pep,13,10-14,Mus,False,1
baseline_esm2,5,P13083,pep,36,35-39,Cavia,False,1
baseline_esm2,5,P13589,pep,48,45-50,Rattus,False,0
baseline_esm2,5,P13589,pep,38,35-39,Rattus,False,1
baseline_esm2,5,P14138,pep,21,20-24,Homo,False,0
baseline_esm2,5,P14608,propep,20,20-24,Pseudomonas,False,0
baseline_esm2,5,P14765,pep,36,35-39,Ovis,False,1
baseline_esm2,5,P14765,pep,30,30-34,Ovis,False,1
baseline_esm2,5,P14894,propep,15,15-19,Canavalia,False,0
baseline_esm2,5,P14894,propep,9,5-9,Canavalia,False,0
baseline_esm2,5,P14904,propep,45,45-50,Saccharomyces,False,0
baseline_esm2,5,P15369,propep,34,30-34,Scytalidium,False,1
baseline_esm2,5,P15411,pep,28,25-29,Bombyx,False,1
baseline_esm2,5,P15411,pep,20,20-24,Bombyx,False,1
baseline_esm2,5,P15411,propep,19,15-19,Bombyx,False,1
baseline_esm2,5,P15513,pep,8,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,pep,7,5-9,Aplysia,False,1
baseline_esm2,5,P15513,propep,32,30-34,Aplysia,False,1
baseline_esm2,5,P15513,propep,25,25-29,Aplysia,False,1
baseline_esm2,5,P15513,propep,6,5-9,Aplysia,False,1
baseline_esm2,5,P15693,propep,29,25-29,Rattus,False,1
baseline_esm2,5,P15797,propep,22,20-24,Nicotiana,False,0
baseline_esm2,5,P16404,propep,13,10-14,Erythrina,False,0
baseline_esm2,5,P16613,pep,48,45-50,Ovis,False,0
baseline_esm2,5,P16613,pep,38,35-39,Ovis,False,1
baseline_esm2,5,P17118,propep,13,10-14,Sulfolobus,False,0
baseline_esm2,5,P17681,pep,26,25-29,Aplysia,False,0
baseline_esm2,5,P17681,pep,12,10-14,Aplysia,False,0
baseline_esm2,5,P17681,pep,43,40-44,Aplysia,False,1
baseline_esm2,5,P18509,pep,48,45-50,Homo,False,0
