model,fold,protein,task,tp,fn,fp
esmc_600m,2,Q9BPD5,pep,1,0,0
esmc_600m,2,Q9BPD5,propep,1,0,0
esmc_600m,2,Q9BPD6,pep,1,0,0
esmc_600m,2,Q9BPD6,propep,1,0,0
esmc_600m,2,Q9BPD7,pep,0,1,1
esmc_600m,2,Q9BPD7,propep,0,1,1
esmc_600m,2,Q9BPD9,pep,0,1,1
esmc_600m,2,Q9BPD9,propep,0,1,1
esmc_600m,2,Q9BPE0,pep,0,1,1
esmc_600m,2,Q9BPE0,propep,0,1,1
esmc_600m,2,Q9BPE1,pep,0,1,1
esmc_600m,2,Q9BPE1,propep,0,1,1
esmc_600m,2,Q9BPE2,pep,0,1,1
esmc_600m,2,Q9BPE2,propep,0,1,1
esmc_600m,2,Q9BPE3,pep,1,0,0
esmc_600m,2,Q9BPE3,propep,1,0,0
esmc_600m,2,Q9BPE4,pep,1,0,0
esmc_600m,2,Q9BPE4,propep,1,0,0
esmc_600m,2,Q9BPE5,pep,1,0,0
esmc_600m,2,Q9BPE5,propep,1,0,0
esmc_600m,2,Q9BPE6,pep,1,0,0
esmc_600m,2,Q9BPE6,propep,0,1,1
esmc_600m,2,Q9BPE7,pep,0,1,1
esmc_600m,2,Q9BPE7,propep,1,0,0
esmc_600m,2,Q9BPE9,pep,1,0,0
esmc_600m,2,Q9BPE9,propep,1,0,0
esmc_600m,2,Q9BPF1,pep,1,0,0
esmc_600m,2,Q9BPF1,propep,0,1,1
esmc_600m,2,Q9BPF2,pep,1,0,0
esmc_600m,2,Q9BPF2,propep,1,0,0
esmc_600m,2,Q9BPF3,pep,1,0,0
esmc_600m,2,Q9BPF3,propep,0,1,1
esmc_600m,2,Q9BPF4,pep,1,0,0
esmc_600m,2,Q9BPF4,propep,1,0,0
esmc_600m,2,Q9BPF5,pep,1,0,0
esmc_600m,2,Q9BPF5,propep,1,0,0
esmc_600m,2,Q9BPF7,pep,1,0,0
esmc_600m,2,Q9BPF7,propep,0,1,1
esmc_600m,2,Q9BPF9,pep,1,0,0
esmc_600m,2,Q9BPF9,propep,1,0,0
esmc_600m,2,Q9BPG0,pep,1,0,0
esmc_600m,2,Q9BPG0,propep,0,1,1
esmc_600m,2,Q9BPG1,pep,1,0,0
esmc_600m,2,Q9BPG1,propep,1,0,0
esmc_600m,2,Q9BPG2,pep,1,0,0
esmc_600m,2,Q9BPG2,propep,1,0,0
esmc_600m,2,Q9BPG5,pep,1,0,0
esmc_600m,2,Q9BPG5,propep,1,0,0
esmc_600m,2,Q9BPG6,pep,0,1,1
esmc_600m,2,Q9BPG6,propep,1,0,0
esmc_600m,2,Q9BPG7,pep,1,0,0
esmc_600m,2,Q9BPG7,propep,1,0,0
esmc_600m,2,Q9BPG8,pep,1,0,0
esmc_600m,2,Q9BPG8,propep,1,0,0
esmc_600m,2,Q9BPH0,pep,1,0,0
esmc_600m,2,Q9BPH0,propep,1,0,0
esmc_600m,2,Q9BPH1,pep,1,0,0
esmc_600m,2,Q9BPH1,propep,1,0,0
esmc_600m,2,Q9BPH2,pep,1,0,0
esmc_600m,2,Q9BPH2,propep,1,0,0
esmc_600m,2,Q9BZR6,pep,0,0,0
esmc_600m,2,Q9BZR6,propep,1,0,0
esmc_600m,2,Q9C169,pep,0,0,0
esmc_600m,2,Q9C169,propep,0,1,0
esmc_600m,2,Q9C7F7,pep,0,0,0
esmc_600m,2,Q9C7F7,propep,0,1,1
esmc_600m,2,Q9C9B1,pep,0,0,0
esmc_600m,2,Q9C9B1,propep,1,0,0
esmc_600m,2,Q9CQW3,pep,0,0,0
esmc_600m,2,Q9CQW3,propep,1,0,0
esmc_600m,2,Q9D3P9,pep,3,0,0
esmc_600m,2,Q9D3P9,propep,0,0,0
esmc_600m,2,Q9F1K9,pep,0,0,0
esmc_600m,2,Q9F1K9,propep,0,1,2
esmc_600m,2,Q9FGF6,pep,1,0,0
esmc_600m,2,Q9FGF6,propep,0,1,0
esmc_600m,2,Q9FGH4,pep,0,0,0
esmc_600m,2,Q9FGH4,propep,1,0,0
esmc_600m,2,Q9FNQ2,pep,0,0,0
esmc_600m,2,Q9FNQ2,propep,1,0,0
esmc_600m,2,Q9FZ86,pep,0,0,0
esmc_600m,2,Q9FZ86,propep,1,0,0
esmc_600m,2,Q9FZD0,pep,0,0,0
esmc_600m,2,Q9FZD0,propep,1,0,0
esmc_600m,2,Q9GJY2,pep,0,0,0
esmc_600m,2,Q9GJY2,propep,1,0,0
esmc_600m,2,Q9GK16,pep,0,0,0
esmc_600m,2,Q9GK16,propep,1,0,0
esmc_600m,2,Q9GLG4,pep,0,4,1
esmc_600m,2,Q9GLG4,propep,0,0,0
esmc_600m,2,Q9GLP2,pep,0,1,0
esmc_600m,2,Q9GLP2,propep,1,0,1
esmc_600m,2,Q9GQW4,pep,1,0,0
esmc_600m,2,Q9GQW4,propep,1,0,0
esmc_600m,2,Q9GSA4,pep,1,0,1
esmc_600m,2,Q9GSA4,propep,0,0,0
esmc_600m,2,Q9IAB0,pep,0,0,0
esmc_600m,2,Q9IAB0,propep,0,1,0
esmc_600m,2,Q9IAX6,pep,0,0,0
esmc_600m,2,Q9IAX6,propep,0,1,0
esmc_600m,2,Q9IAY0,pep,0,0,0
esmc_600m,2,Q9IAY0,propep,0,1,0
esmc_600m,2,Q9IAY1,pep,0,0,0
esmc_600m,2,Q9IAY1,propep,0,1,0
esmc_600m,2,Q9IAY2,pep,0,0,0
esmc_600m,2,Q9IAY2,propep,0,1,0
esmc_600m,2,Q9IAY3,pep,0,0,0
esmc_600m,2,Q9IAY3,propep,0,1,0
esmc_600m,2,Q9JM53,pep,0,0,0
esmc_600m,2,Q9JM53,propep,0,1,0
esmc_600m,2,Q9JMB8,pep,0,0,0
esmc_600m,2,Q9JMB8,propep,1,0,0
esmc_600m,2,Q9KD78,pep,0,0,0
esmc_600m,2,Q9KD78,propep,0,1,1
esmc_600m,2,Q9M088,pep,0,0,0
esmc_600m,2,Q9M088,propep,1,0,0
esmc_600m,2,Q9M2G1,pep,0,0,0
esmc_600m,2,Q9M2G1,propep,1,0,0
esmc_600m,2,Q9MS55,pep,0,0,0
esmc_600m,2,Q9MS55,propep,1,0,1
esmc_600m,2,Q9MS58,pep,0,0,0
esmc_600m,2,Q9MS58,propep,0,1,1
esmc_600m,2,Q9MS61,pep,0,0,0
esmc_600m,2,Q9MS61,propep,0,1,1
esmc_600m,2,Q9MS64,pep,0,0,0
esmc_600m,2,Q9MS64,propep,0,1,1
esmc_600m,2,Q9MS67,pep,0,0,0
esmc_600m,2,Q9MS67,propep,0,1,1
esmc_600m,2,Q9MS70,pep,0,0,0
esmc_600m,2,Q9MS70,propep,0,1,1
esmc_600m,2,Q9MS73,pep,0,0,0
esmc_600m,2,Q9MS73,propep,0,1,1
esmc_600m,2,Q9MS76,pep,0,0,0
esmc_600m,2,Q9MS76,propep,0,1,1
esmc_600m,2,Q9MS79,pep,0,0,0
esmc_600m,2,Q9MS79,propep,0,1,1
esmc_600m,2,Q9MTL6,pep,0,0,0
esmc_600m,2,Q9MTL6,propep,0,1,0
esmc_600m,2,Q9MUS0,pep,0,0,0
esmc_600m,2,Q9MUS0,propep,0,1,1
esmc_600m,2,Q9N0E3,pep,0,0,0
esmc_600m,2,Q9N0E3,propep,1,0,0
esmc_600m,2,Q9N4D8,pep,1,3,0
esmc_600m,2,Q9N4D8,propep,0,0,0
esmc_600m,2,Q9N661,pep,0,0,1
esmc_600m,2,Q9N661,propep,0,1,1
esmc_600m,2,Q9NDE8,pep,24,2,0
esmc_600m,2,Q9NDE8,propep,2,18,13
esmc_600m,2,Q9P232,pep,0,0,0
esmc_600m,2,Q9P232,propep,1,0,0
esmc_600m,2,Q9P378,pep,0,0,0
esmc_600m,2,Q9P378,propep,1,0,0
esmc_600m,2,Q9PVK9,pep,0,0,0
esmc_600m,2,Q9PVK9,propep,0,1,0
esmc_600m,2,Q9PW35,pep,0,0,0
esmc_600m,2,Q9PW35,propep,0,1,0
esmc_600m,2,Q9PW36,pep,0,0,0
esmc_600m,2,Q9PW36,propep,0,1,0
esmc_600m,2,Q9PWJ0,pep,0,0,0
esmc_600m,2,Q9PWJ0,propep,0,1,0
esmc_600m,2,Q9QUG3,pep,0,0,0
esmc_600m,2,Q9QUG3,propep,1,0,1
esmc_600m,2,Q9S0W8,pep,0,0,0
esmc_600m,2,Q9S0W8,propep,0,1,1
esmc_600m,2,Q9S9K4,pep,0,0,0
esmc_600m,2,Q9S9K4,propep,1,0,0
esmc_600m,2,Q9SD84,pep,0,0,0
esmc_600m,2,Q9SD84,propep,1,0,0
esmc_600m,2,Q9SKW7,pep,0,3,1
esmc_600m,2,Q9SKW7,propep,0,3,0
esmc_600m,2,Q9SUV6,pep,0,0,0
esmc_600m,2,Q9SUV6,propep,1,0,0
esmc_600m,2,Q9TKY7,pep,0,0,0
esmc_600m,2,Q9TKY7,propep,0,1,0
esmc_600m,2,Q9TUX7,pep,1,1,1
esmc_600m,2,Q9TUX7,propep,0,2,0
esmc_600m,2,Q9TY83,pep,0,0,0
esmc_600m,2,Q9TY83,propep,0,1,0
esmc_600m,2,Q9TY84,pep,0,0,0
esmc_600m,2,Q9TY84,propep,0,1,0
esmc_600m,2,Q9U619,pep,1,0,0
esmc_600m,2,Q9U619,propep,1,0,0
esmc_600m,2,Q9U6Z5,pep,0,1,1
esmc_600m,2,Q9U6Z5,propep,0,1,1
esmc_600m,2,Q9U6Z9,pep,1,0,0
esmc_600m,2,Q9U6Z9,propep,1,0,0
esmc_600m,2,Q9U700,pep,1,0,0
esmc_600m,2,Q9U700,propep,0,1,1
esmc_600m,2,Q9UKY0,pep,0,0,0
esmc_600m,2,Q9UKY0,propep,1,0,0
esmc_600m,2,Q9UQ52,pep,0,0,0
esmc_600m,2,Q9UQ52,propep,1,0,0
esmc_600m,2,Q9UV63,pep,0,0,0
esmc_600m,2,Q9UV63,propep,0,1,0
esmc_600m,2,Q9VLK4,pep,1,0,0
esmc_600m,2,Q9VLK4,propep,1,1,0
esmc_600m,2,Q9VT50,pep,1,1,1
esmc_600m,2,Q9VT50,propep,0,1,0
esmc_600m,2,Q9VTM6,pep,0,0,0
esmc_600m,2,Q9VTM6,propep,1,0,0
esmc_600m,2,Q9VU58,pep,0,1,0
esmc_600m,2,Q9VU58,propep,0,2,1
esmc_600m,2,Q9VVF7,pep,5,0,0
esmc_600m,2,Q9VVF7,propep,1,1,1
esmc_600m,2,Q9W7S2,pep,0,0,0
esmc_600m,2,Q9W7S2,propep,0,1,0
esmc_600m,2,Q9WUG6,pep,1,0,1
esmc_600m,2,Q9WUG6,propep,0,0,0
esmc_600m,2,Q9WVA8,pep,0,2,1
esmc_600m,2,Q9WVA8,propep,0,2,0
esmc_600m,2,Q9WVA9,pep,0,2,1
esmc_600m,2,Q9WVA9,propep,0,2,0
esmc_600m,2,Q9XZK6,pep,1,0,0
esmc_600m,2,Q9XZK6,propep,0,1,1
esmc_600m,2,Q9XZK7,pep,1,0,0
esmc_600m,2,Q9XZK7,propep,0,1,1
esmc_600m,2,Q9Y5Q6,pep,2,0,0
esmc_600m,2,Q9Y5Q6,propep,0,0,0
esmc_600m,2,Q9Y7Y7,pep,0,0,0
esmc_600m,2,Q9Y7Y7,propep,1,0,0
esmc_600m,2,Q9YI19,pep,0,0,0
esmc_600m,2,Q9YI19,propep,0,1,0
esmc_600m,2,Q9Z0J1,pep,0,0,0
esmc_600m,2,Q9Z0J1,propep,1,0,0
esmc_600m,2,Q9Z0X1,pep,0,0,0
esmc_600m,2,Q9Z0X1,propep,0,1,0
esmc_600m,2,R4JJN6,pep,1,0,0
esmc_600m,2,R4JJN6,propep,1,0,0
esmc_600m,2,R4JNJ5,pep,1,0,0
esmc_600m,2,R4JNJ5,propep,1,0,0
esmc_600m,2,R4JQZ0,pep,1,0,0
esmc_600m,2,R4JQZ0,propep,1,0,0
esmc_600m,2,R4ZCU1,pep,1,3,3
esmc_600m,2,R4ZCU1,propep,0,0,1
esmc_600m,2,S4UJW3,pep,1,0,0
esmc_600m,2,S4UJW3,propep,2,0,0
esmc_600m,2,U4N938,pep,0,1,1
esmc_600m,2,U4N938,propep,0,0,0
esmc_600m,2,U5KJC9,pep,1,0,0
esmc_600m,2,U5KJC9,propep,0,0,0
esmc_600m,2,U5KJJ1,pep,1,0,0
esmc_600m,2,U5KJJ1,propep,0,0,0
esmc_600m,2,U5KJM4,pep,1,0,0
esmc_600m,2,U5KJM4,propep,0,0,0
esmc_600m,2,U5KJM6,pep,1,0,0
esmc_600m,2,U5KJM6,propep,0,0,0
esmc_600m,2,U5KJT7,pep,1,0,0
esmc_600m,2,U5KJT7,propep,0,0,0
esmc_600m,2,U5KJZ2,pep,1,0,0
esmc_600m,2,U5KJZ2,propep,0,0,0
esmc_600m,2,W8GNV3,pep,1,0,0
esmc_600m,2,W8GNV3,propep,1,0,0
esmc_600m,2,X5I9Y2,pep,1,0,0
esmc_600m,2,X5I9Y2,propep,1,0,0
esmc_600m,2,X5I9Z2,pep,1,0,0
esmc_600m,2,X5I9Z2,propep,1,0,0
esmc_600m,2,X5IFZ1,pep,1,0,0
esmc_600m,2,X5IFZ1,propep,1,0,0
esmc_600m,5,A0A024SH76,pep,0,0,0
esmc_600m,5,A0A024SH76,propep,1,0,0
esmc_600m,5,A0A059J5P2,pep,0,0,0
esmc_600m,5,A0A059J5P2,propep,1,0,0
esmc_600m,5,A0A084G2W8,pep,0,0,0
esmc_600m,5,A0A084G2W8,propep,0,1,1
esmc_600m,5,A0A125S9E4,pep,0,0,0
esmc_600m,5,A0A125S9E4,propep,1,0,0
esmc_600m,5,A0A144LUY5,pep,0,2,0
esmc_600m,5,A0A144LUY5,propep,1,1,0
esmc_600m,5,A0A144LVL3,pep,0,2,0
esmc_600m,5,A0A144LVL3,propep,1,1,0
esmc_600m,5,A0A1B0GVD1,pep,0,0,0
esmc_600m,5,A0A1B0GVD1,propep,0,1,0
esmc_600m,5,A0A1D0BR67,pep,0,0,0
esmc_600m,5,A0A1D0BR67,propep,1,0,0
esmc_600m,5,A0A1D0BZF5,pep,0,0,0
esmc_600m,5,A0A1D0BZF5,propep,1,0,0
esmc_600m,5,A0A1P8VFM2,pep,0,0,0
esmc_600m,5,A0A1P8VFM2,propep,0,1,0
esmc_600m,5,A0A384K116,pep,0,0,0
esmc_600m,5,A0A384K116,propep,1,0,0
esmc_600m,5,A0A5C1ZW08,pep,0,0,0
esmc_600m,5,A0A5C1ZW08,propep,0,1,0
esmc_600m,5,A0A5C1ZXT8,pep,0,0,0
esmc_600m,5,A0A5C1ZXT8,propep,0,1,0
esmc_600m,5,A0A5C2A2T2,pep,0,0,0
esmc_600m,5,A0A5C2A2T2,propep,0,1,0
esmc_600m,5,A0A6B9L8Y4,pep,0,1,1
esmc_600m,5,A0A6B9L8Y4,propep,0,1,1
esmc_600m,5,A0AIY9,pep,0,0,0
esmc_600m,5,A0AIY9,propep,1,0,1
esmc_600m,5,A0Q1T6,pep,0,0,0
esmc_600m,5,A0Q1T6,propep,1,0,1
esmc_600m,5,A0RJ49,pep,0,0,0
esmc_600m,5,A0RJ49,propep,1,0,1
esmc_600m,5,A0RZB4,pep,0,0,0
esmc_600m,5,A0RZB4,propep,1,0,0
esmc_600m,5,A0ZT93,pep,0,0,0
esmc_600m,5,A0ZT93,propep,0,1,1
esmc_600m,5,A1EC31,pep,1,0,0
esmc_600m,5,A1EC31,propep,0,0,0
esmc_600m,5,A1JKC3,pep,0,0,1
esmc_600m,5,A1JKC3,propep,0,1,1
esmc_600m,5,A2BDG0,pep,0,0,0
esmc_600m,5,A2BDG0,propep,0,1,1
esmc_600m,5,A2BDG5,pep,0,0,0
esmc_600m,5,A2BDG5,propep,1,0,0
esmc_600m,5,A2BDG9,pep,0,0,0
esmc_600m,5,A2BDG9,propep,1,0,0
esmc_600m,5,A2RLA2,pep,0,0,0
esmc_600m,5,A2RLA2,propep,1,0,0
esmc_600m,5,A2VE33,pep,0,0,0
esmc_600m,5,A2VE33,propep,1,0,0
esmc_600m,5,A2XHZ9,pep,0,0,0
esmc_600m,5,A2XHZ9,propep,1,0,0
esmc_600m,5,A2ZBG5,pep,0,1,1
esmc_600m,5,A2ZBG5,propep,0,1,0
esmc_600m,5,A3DBS4,pep,0,0,0
esmc_600m,5,A3DBS4,propep,1,0,0
esmc_600m,5,A3F7X2,pep,0,0,0
esmc_600m,5,A3F7X2,propep,0,1,0
esmc_600m,5,A4TL44,pep,0,0,0
esmc_600m,5,A4TL44,propep,0,1,2
esmc_600m,5,A4VUF9,pep,0,0,0
esmc_600m,5,A4VUF9,propep,1,0,1
esmc_600m,5,A4W0Q0,pep,0,0,0
esmc_600m,5,A4W0Q0,propep,1,0,1
esmc_600m,5,A4XJS7,pep,0,0,0
esmc_600m,5,A4XJS7,propep,1,0,0
esmc_600m,5,A5A6J6,pep,0,1,1
esmc_600m,5,A5A6J6,propep,0,0,0
esmc_600m,5,A5A6P7,pep,0,0,0
esmc_600m,5,A5A6P7,propep,1,0,0
esmc_600m,5,A5A752,pep,1,0,0
esmc_600m,5,A5A752,propep,0,0,0
esmc_600m,5,A5I667,pep,0,0,0
esmc_600m,5,A5I667,propep,1,0,1
esmc_600m,5,A5ITG9,pep,0,0,0
esmc_600m,5,A5ITG9,propep,1,0,1
esmc_600m,5,A5LHG2,pep,0,0,1
esmc_600m,5,A5LHG2,propep,0,2,1
esmc_600m,5,A5N6K1,pep,0,0,0
esmc_600m,5,A5N6K1,propep,1,0,1
esmc_600m,5,A5VKS3,pep,0,0,0
esmc_600m,5,A5VKS3,propep,1,0,1
esmc_600m,5,A6BM07,pep,0,0,0
esmc_600m,5,A6BM07,propep,0,1,0
esmc_600m,5,A6LQR8,pep,0,0,0
esmc_600m,5,A6LQR8,propep,1,0,0
esmc_600m,5,A6MFK9,pep,0,0,0
esmc_600m,5,A6MFK9,propep,0,1,0
esmc_600m,5,A6P3B2,pep,6,11,1
esmc_600m,5,A6P3B2,propep,1,0,1
esmc_600m,5,A6QHI7,pep,0,0,0
esmc_600m,5,A6QHI7,propep,1,0,1
esmc_600m,5,A6U2B3,pep,0,0,0
esmc_600m,5,A6U2B3,propep,1,0,1
esmc_600m,5,A6XN32,pep,0,0,0
esmc_600m,5,A6XN32,propep,1,0,0
esmc_600m,5,A7FFL9,pep,0,0,0
esmc_600m,5,A7FFL9,propep,0,1,2
esmc_600m,5,A7FXU7,pep,0,0,0
esmc_600m,5,A7FXU7,propep,1,0,1
esmc_600m,5,A7GHK3,pep,0,0,0
esmc_600m,5,A7GHK3,propep,1,0,1
esmc_600m,5,A7GTC2,pep,0,0,0
esmc_600m,5,A7GTC2,propep,1,0,1
esmc_600m,5,A7RMN1,pep,0,0,0
esmc_600m,5,A7RMN1,propep,1,0,0
esmc_600m,5,A7X362,pep,0,0,0
esmc_600m,5,A7X362,propep,1,0,1
esmc_600m,5,A7Z783,pep,0,0,0
esmc_600m,5,A7Z783,propep,1,0,1
esmc_600m,5,A8AWF9,pep,0,0,0
esmc_600m,5,A8AWF9,propep,1,0,1
esmc_600m,5,A8D888,pep,0,0,0
esmc_600m,5,A8D888,propep,1,0,0
esmc_600m,5,A8FFT0,pep,0,0,0
esmc_600m,5,A8FFT0,propep,1,0,1
esmc_600m,5,A8WU84,pep,1,0,0
esmc_600m,5,A8WU84,propep,1,1,0
esmc_600m,5,A8Z2H3,pep,0,0,0
esmc_600m,5,A8Z2H3,propep,1,0,1
esmc_600m,5,A9KMF6,pep,0,0,0
esmc_600m,5,A9KMF6,propep,1,0,1
esmc_600m,5,A9R3T6,pep,0,0,0
esmc_600m,5,A9R3T6,propep,0,1,2
esmc_600m,5,A9VIR7,pep,0,0,0
esmc_600m,5,A9VIR7,propep,1,0,1
esmc_600m,5,B0BND0,pep,0,0,0
esmc_600m,5,B0BND0,propep,1,0,0
esmc_600m,5,B0K416,pep,0,0,0
esmc_600m,5,B0K416,propep,1,0,0
esmc_600m,5,B0KAC0,pep,0,0,0
esmc_600m,5,B0KAC0,propep,1,0,0
esmc_600m,5,B0TBW5,pep,0,0,0
esmc_600m,5,B0TBW5,propep,1,0,0
esmc_600m,5,B0XZV8,pep,0,0,0
esmc_600m,5,B0XZV8,propep,1,0,0
esmc_600m,5,B0Y665,pep,0,0,0
esmc_600m,5,B0Y665,propep,1,0,1
esmc_600m,5,B1AIJ8,pep,0,0,0
esmc_600m,5,B1AIJ8,propep,1,0,0
esmc_600m,5,B1B6T1,pep,0,0,0
esmc_600m,5,B1B6T1,propep,0,1,0
esmc_600m,5,B1IBP4,pep,0,0,0
esmc_600m,5,B1IBP4,propep,1,0,1
esmc_600m,5,B1ILY6,pep,0,0,0
esmc_600m,5,B1ILY6,propep,1,0,1
esmc_600m,5,B1IQZ3,pep,0,0,1
esmc_600m,5,B1IQZ3,propep,1,0,0
esmc_600m,5,B1JR58,pep,0,0,0
esmc_600m,5,B1JR58,propep,0,1,2
esmc_600m,5,B1KZR4,pep,0,0,0
esmc_600m,5,B1KZR4,propep,1,0,1
esmc_600m,5,B1P1A2,pep,0,1,1
esmc_600m,5,B1P1A2,propep,0,0,1
esmc_600m,5,B1P1A4,pep,1,0,0
esmc_600m,5,B1P1A4,propep,1,0,0
esmc_600m,5,B1P1B6,pep,1,0,0
esmc_600m,5,B1P1B6,propep,1,0,0
esmc_600m,5,B1P1B7,pep,0,1,0
esmc_600m,5,B1P1B7,propep,1,0,0
esmc_600m,5,B1P1B8,pep,1,0,0
esmc_600m,5,B1P1B8,propep,1,0,0
esmc_600m,5,B1P1B9,pep,1,0,0
esmc_600m,5,B1P1B9,propep,1,0,0
esmc_600m,5,B1P1C2,pep,1,0,0
esmc_600m,5,B1P1C2,propep,1,0,0
esmc_600m,5,B1P1C6,pep,1,0,0
esmc_600m,5,B1P1C6,propep,1,0,0
esmc_600m,5,B1P1C7,pep,0,1,0
esmc_600m,5,B1P1C7,propep,1,0,0
esmc_600m,5,B1P1C8,pep,1,0,0
esmc_600m,5,B1P1C8,propep,1,0,0
esmc_600m,5,B1P1D7,pep,0,1,1
esmc_600m,5,B1P1D7,propep,1,0,0
esmc_600m,5,B1P1D8,pep,1,0,0
esmc_600m,5,B1P1D8,propep,1,0,0
esmc_600m,5,B1P1D9,pep,1,0,0
esmc_600m,5,B1P1D9,propep,1,0,0
esmc_600m,5,B1P1E0,pep,1,0,0
esmc_600m,5,B1P1E0,propep,1,0,0
esmc_600m,5,B1P1E1,pep,1,0,0
esmc_600m,5,B1P1E1,propep,1,0,0
esmc_600m,5,B1P1E2,pep,0,0,1
esmc_600m,5,B1P1E2,propep,1,0,0
esmc_600m,5,B1P1E3,pep,1,0,0
esmc_600m,5,B1P1E3,propep,1,0,0
esmc_600m,5,B1P1E4,pep,1,0,0
esmc_600m,5,B1P1E4,propep,1,0,0
esmc_600m,5,B1P1E5,pep,1,0,0
esmc_600m,5,B1P1E5,propep,1,0,0
esmc_600m,5,B1P1E6,pep,1,0,0
esmc_600m,5,B1P1E6,propep,1,0,0
esmc_600m,5,B1P1E7,pep,1,0,0
esmc_600m,5,B1P1E7,propep,1,0,0
esmc_600m,5,B1P1E8,pep,1,0,0
esmc_600m,5,B1P1E8,propep,1,0,0
esmc_600m,5,B1P1F1,pep,0,1,0
esmc_600m,5,B1P1F1,propep,1,0,0
esmc_600m,5,B1P1F3,pep,1,0,0
esmc_600m,5,B1P1F3,propep,1,0,0
esmc_600m,5,B1P1F4,pep,1,0,0
esmc_600m,5,B1P1F4,propep,1,0,0
esmc_600m,5,B1P1F5,pep,1,0,0
esmc_600m,5,B1P1F5,propep,1,0,0
esmc_600m,5,B1P1F6,pep,1,0,0
esmc_600m,5,B1P1F6,propep,1,0,0
esmc_600m,5,B1P1F7,pep,1,0,0
esmc_600m,5,B1P1F7,propep,1,0,0
esmc_600m,5,B1P1F8,pep,1,0,0
esmc_600m,5,B1P1F8,propep,1,0,0
esmc_600m,5,B1P1F9,pep,1,0,0
esmc_600m,5,B1P1F9,propep,1,0,0
esmc_600m,5,B1P1G0,pep,1,0,0
esmc_600m,5,B1P1G0,propep,1,0,0
esmc_600m,5,B1P1G1,pep,0,1,1
esmc_600m,5,B1P1G1,propep,1,1,0
esmc_600m,5,B1P1G2,pep,1,0,0
esmc_600m,5,B1P1G2,propep,1,0,0
esmc_600m,5,B1P1G3,pep,1,0,0
esmc_600m,5,B1P1G3,propep,1,0,0
esmc_600m,5,B1P1G4,pep,1,0,0
esmc_600m,5,B1P1G4,propep,1,0,0
esmc_600m,5,B1P1G5,pep,1,0,0
esmc_600m,5,B1P1G5,propep,1,0,0
esmc_600m,5,B1P1G6,pep,1,0,0
esmc_600m,5,B1P1G6,propep,1,0,0
esmc_600m,5,B1P1H0,pep,1,0,0
esmc_600m,5,B1P1H0,propep,0,0,1
esmc_600m,5,B1P1H1,pep,1,0,0
esmc_600m,5,B1P1H1,propep,1,0,0
esmc_600m,5,B1P1H2,pep,0,1,0
esmc_600m,5,B1P1H2,propep,1,0,0
esmc_600m,5,B1P1H9,pep,1,0,0
esmc_600m,5,B1P1H9,propep,1,0,0
esmc_600m,5,B1P1I1,pep,0,0,0
esmc_600m,5,B1P1I1,propep,1,0,0
esmc_600m,5,B1P1I2,pep,0,0,0
esmc_600m,5,B1P1I2,propep,1,0,0
esmc_600m,5,B1P1I3,pep,0,0,0
esmc_600m,5,B1P1I3,propep,1,0,0
esmc_600m,5,B1P1I4,pep,0,0,0
esmc_600m,5,B1P1I4,propep,1,0,0
esmc_600m,5,B1P1I5,pep,0,0,0
esmc_600m,5,B1P1I5,propep,1,0,0
esmc_600m,5,B1P1I6,pep,0,0,0
esmc_600m,5,B1P1I6,propep,1,0,0
esmc_600m,5,B1VAF3,pep,0,0,0
esmc_600m,5,B1VAF3,propep,1,0,0
esmc_600m,5,B1XF62,pep,0,0,1
esmc_600m,5,B1XF62,propep,1,0,0
esmc_600m,5,B1YJS1,pep,0,0,0
esmc_600m,5,B1YJS1,propep,1,0,0
esmc_600m,5,B2A6B5,pep,0,0,0
esmc_600m,5,B2A6B5,propep,1,0,0
esmc_600m,5,B2G856,pep,0,0,0
esmc_600m,5,B2G856,propep,1,0,1
esmc_600m,5,B2GD71,pep,0,0,0
esmc_600m,5,B2GD71,propep,1,0,1
esmc_600m,5,B2IQ02,pep,0,0,0
esmc_600m,5,B2IQ02,propep,1,0,1
esmc_600m,5,B2KAB7,pep,0,0,0
esmc_600m,5,B2KAB7,propep,0,1,2
esmc_600m,5,B2MW54,pep,0,0,1
esmc_600m,5,B2MW54,propep,1,0,0
esmc_600m,5,B2RH57,pep,0,0,0
esmc_600m,5,B2RH57,propep,1,0,0
esmc_600m,5,B2TK69,pep,0,0,0
esmc_600m,5,B2TK69,propep,1,0,1
esmc_600m,5,B2V0A7,pep,0,0,0
esmc_600m,5,B2V0A7,propep,1,0,0
esmc_600m,5,B2ZB95,pep,2,1,0
esmc_600m,5,B2ZB95,propep,0,2,0
esmc_600m,5,B2ZB96,pep,2,1,0
esmc_600m,5,B2ZB96,propep,0,2,0
esmc_600m,5,B2ZB98,pep,2,1,0
esmc_600m,5,B2ZB98,propep,0,2,0
esmc_600m,5,B2ZB99,pep,2,1,0
esmc_600m,5,B2ZB99,propep,0,2,0
esmc_600m,5,B2ZBA0,pep,2,1,0
esmc_600m,5,B2ZBA0,propep,0,2,0
esmc_600m,5,B2ZBA1,pep,2,1,0
esmc_600m,5,B2ZBA1,propep,0,2,0
esmc_600m,5,B3EWM3,pep,0,1,0
esmc_600m,5,B3EWM3,propep,0,0,1
esmc_600m,5,B3FIN4,pep,0,0,0
esmc_600m,5,B3FIN4,propep,1,0,0
esmc_600m,5,B3FIS2,pep,0,0,1
