model,fold,protein,task,length,m3
adapter256,5,Q40987,propep,8,0
adapter256,5,Q41114,propep,7,0
adapter256,5,Q42460,propep,7,0
adapter256,5,Q48501,pep,26,1
adapter256,5,Q48501,propep,20,1
adapter256,5,Q49Y83,propep,9,1
adapter256,5,Q4L6Z1,propep,9,1
adapter256,5,Q4PSZ8,propep,28,0
adapter256,5,Q4WFV6,propep,21,1
adapter256,5,Q4WI46,propep,27,1
adapter256,5,Q53I06,propep,32,1
adapter256,5,Q54EQ7,propep,24,1
adapter256,5,Q58D68,propep,21,1
adapter256,5,Q59PF9,propep,21,1
adapter256,5,Q59SU1,propep,24,1
adapter256,5,Q59XA7,propep,24,1
adapter256,5,Q59XB0,propep,24,1
adapter256,5,Q59XL0,propep,23,1
adapter256,5,Q5A029,propep,24,1
adapter256,5,Q5A1E0,propep,24,1
adapter256,5,Q5A210,propep,28,1
adapter256,5,Q5A5M7,propep,24,1
adapter256,5,Q5A651,propep,24,1
adapter256,5,Q5A6M2,propep,25,1
adapter256,5,Q5A6U1,propep,24,1
adapter256,5,Q5A849,propep,30,0
adapter256,5,Q5AAL9,propep,24,1
adapter256,5,Q5ACP5,propep,29,0
adapter256,5,Q5AD34,propep,21,1
adapter256,5,Q5AJC0,propep,30,1
adapter256,5,Q5AL03,propep,24,1
adapter256,5,Q5BIV7,propep,25,1
adapter256,5,Q5BIV9,propep,25,1
adapter256,5,Q5BKW7,propep,23,1
adapter256,5,Q5CZK6,pep,33,0
adapter256,5,Q5CZK6,pep,25,1
adapter256,5,Q5E9X0,propep,24,1
adapter256,5,Q5G234,propep,10,0
adapter256,5,Q5HFB8,propep,9,1
adapter256,5,Q5HNQ6,propep,9,1
adapter256,5,Q5JNJ5,propep,31,0
adapter256,5,Q5KWP3,propep,9,1
adapter256,5,Q5M158,propep,11,1
adapter256,5,Q5PU89,propep,6,1
adapter256,5,Q5RAD6,propep,20,1
adapter256,5,Q5RB45,propep,22,1
adapter256,5,Q5RBU7,propep,24,0
adapter256,5,Q5WES5,propep,9,1
adapter256,5,Q5XCS5,propep,9,1
adapter256,5,Q5XIF4,propep,18,1
adapter256,5,Q5Z9C8,propep,29,1
adapter256,5,Q60E70,propep,27,1
adapter256,5,Q61207,propep,43,1
adapter256,5,Q61207,propep,36,1
adapter256,5,Q61207,propep,38,0
adapter256,5,Q61247,propep,12,0
adapter256,5,Q61847,propep,44,1
adapter256,5,Q62997,propep,38,0
adapter256,5,Q634A1,propep,9,1
adapter256,5,Q64171,pep,37,0
adapter256,5,Q64171,pep,24,1
adapter256,5,Q64230,propep,46,1
adapter256,5,Q64339,propep,6,1
adapter256,5,Q65DC2,propep,12,1
adapter256,5,Q65GM5,propep,9,1
adapter256,5,Q667N8,propep,42,1
adapter256,5,Q66IA6,propep,25,1
adapter256,5,Q67SC7,propep,6,1
adapter256,5,Q6DDP3,propep,25,1
adapter256,5,Q6E3K9,pep,43,1
adapter256,5,Q6ECK6,pep,10,1
adapter256,5,Q6ECK6,pep,12,0
adapter256,5,Q6ECK6,propep,36,1
adapter256,5,Q6ECK6,propep,16,0
adapter256,5,Q6F125,propep,10,1
adapter256,5,Q6G8S4,propep,9,1
adapter256,5,Q6GG59,propep,9,1
adapter256,5,Q6HD83,propep,9,1
adapter256,5,Q6IV23,propep,6,0
adapter256,5,Q6IV26,propep,6,0
adapter256,5,Q6LZM3,propep,8,1
adapter256,5,Q6MT50,propep,10,1
adapter256,5,Q6NLD7,propep,26,1
adapter256,5,Q6NLF7,propep,25,1
adapter256,5,Q6NNL3,pep,13,1
adapter256,5,Q6NUJ1,propep,42,0
adapter256,5,Q6NUJ1,propep,35,0
adapter256,5,Q6NUJ1,propep,30,0
adapter256,5,Q6NUJ1,propep,22,1
adapter256,5,Q6NUJ1,propep,48,0
adapter256,5,Q6NWB6,propep,34,1
adapter256,5,Q6QLQ5,pep,26,0
adapter256,5,Q6QLR1,propep,6,0
adapter256,5,Q6QWR1,propep,9,0
adapter256,5,Q6RUW3,pep,36,1
adapter256,5,Q6RUW3,pep,30,1
adapter256,5,Q6UG02,propep,9,0
adapter256,5,Q6UQ28,propep,20,0
adapter256,5,Q6UWR7,propep,21,1
adapter256,5,Q6UX82,propep,22,1
adapter256,5,Q6XMH8,pep,19,1
adapter256,5,Q6XMH8,pep,22,0
adapter256,5,Q6Y4S4,pep,10,0
adapter256,5,Q6YRC7,propep,10,1
adapter256,5,Q6Z4G7,propep,25,1
adapter256,5,Q6Z4G8,propep,26,1
adapter256,5,Q71ZD0,propep,9,1
adapter256,5,Q72ZY3,propep,9,1
adapter256,5,Q74IL5,propep,12,1
adapter256,5,Q75UG5,pep,9,1
adapter256,5,Q75UG5,propep,23,0
adapter256,5,Q75WG7,propep,35,1
adapter256,5,Q75WH2,pep,28,1
adapter256,5,Q75WH2,propep,26,1
adapter256,5,Q75WH4,propep,21,1
adapter256,5,Q75WH5,propep,26,1
adapter256,5,Q75WH6,propep,21,1
adapter256,5,Q765Z4,pep,21,1
adapter256,5,Q769J6,propep,43,1
adapter256,5,Q76CL2,pep,36,1
adapter256,5,Q76CL2,propep,30,0
adapter256,5,Q76LX8,propep,45,0
adapter256,5,Q7JGL8,pep,36,0
adapter256,5,Q7JGL8,propep,11,0
adapter256,5,Q7JGL9,pep,36,0
adapter256,5,Q7JGL9,propep,11,0
adapter256,5,Q7JGM0,pep,36,0
adapter256,5,Q7JGM0,propep,11,0
adapter256,5,Q7JGM1,pep,36,0
adapter256,5,Q7JGM1,propep,11,0
adapter256,5,Q7JGM2,pep,36,0
adapter256,5,Q7JGM2,propep,11,0
adapter256,5,Q7KUD5,pep,28,1
adapter256,5,Q7KUD5,pep,25,1
adapter256,5,Q7KUD5,propep,29,0
adapter256,5,Q7M3V5,pep,9,1
adapter256,5,Q7M3V5,pep,14,1
adapter256,5,Q7NBB0,propep,13,1
adapter256,5,Q7Q7R8,propep,25,1
adapter256,5,Q7RTW8,propep,23,1
adapter256,5,Q7TMR0,propep,26,0
adapter256,5,Q7TQN2,propep,27,1
adapter256,5,Q7TSB7,pep,10,0
adapter256,5,Q7XR91,propep,27,1
adapter256,5,Q7YXK5,propep,15,1
adapter256,5,Q803Y4,propep,7,1
adapter256,5,Q817U4,propep,9,1
adapter256,5,Q81LE8,propep,9,1
adapter256,5,Q836X4,propep,10,1
adapter256,5,Q83RD2,propep,37,0
adapter256,5,Q84JV2,propep,24,0
adapter256,5,Q84W98,pep,12,1
adapter256,5,Q86C51,propep,28,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,pep,5,1
adapter256,5,Q86MA7,propep,16,1
adapter256,5,Q86MA7,propep,10,1
adapter256,5,Q86MA7,propep,31,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,8,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,8,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,8,1
adapter256,5,Q86MA7,propep,8,1
adapter256,5,Q86MA7,propep,9,1
adapter256,5,Q86MA7,propep,34,1
adapter256,5,Q86MA7,propep,45,1
adapter256,5,Q86MA7,propep,40,1
adapter256,5,Q86QN6,propep,10,1
adapter256,5,Q86UU9,pep,47,1
adapter256,5,Q86UU9,pep,14,0
adapter256,5,Q86UU9,propep,9,0
adapter256,5,Q86UU9,propep,16,1
adapter256,5,Q86Y78,propep,24,1
adapter256,5,Q88WN3,propep,8,1
adapter256,5,Q892N6,propep,9,1
adapter256,5,Q8AVA3,propep,9,0
adapter256,5,Q8AVA4,propep,8,0
adapter256,5,Q8BGN3,propep,21,1
adapter256,5,Q8BGN6,propep,32,1
adapter256,5,Q8BH61,propep,37,1
adapter256,5,Q8BJ48,propep,24,0
adapter256,5,Q8BPP5,propep,24,1
adapter256,5,Q8BWU1,propep,25,1
adapter256,5,Q8C1C1,propep,42,0
adapter256,5,Q8C1C1,propep,38,0
adapter256,5,Q8C1C1,propep,30,0
adapter256,5,Q8C1C1,propep,22,0
adapter256,5,Q8C1C1,propep,48,0
adapter256,5,Q8CFZ4,propep,26,1
adapter256,5,Q8CH01,pep,10,1
adapter256,5,Q8CH01,propep,38,1
adapter256,5,Q8CIE6,pep,35,0
adapter256,5,Q8CS89,propep,9,1
adapter256,5,Q8CW15,propep,37,0
adapter256,5,Q8DQN5,propep,43,0
adapter256,5,Q8DUQ4,propep,12,1
adapter256,5,Q8DYV5,propep,9,1
adapter256,5,Q8E4G3,propep,12,1
adapter256,5,Q8EPP8,propep,9,1
adapter256,5,Q8EVW5,propep,12,1
adapter256,5,Q8GCB2,propep,12,1
adapter256,5,Q8GTM0,propep,33,1
adapter256,5,Q8H6Q0,propep,27,1
adapter256,5,Q8H6Q1,propep,31,1
adapter256,5,Q8HYC2,pep,11,1
adapter256,5,Q8I423,propep,34,0
adapter256,5,Q8ILP3,propep,24,1
adapter256,5,Q8IV16,propep,33,1
adapter256,5,Q8J136,propep,10,0
adapter256,5,Q8J2V8,propep,25,0
adapter256,5,Q8JZQ2,propep,28,0
adapter256,5,Q8JZU2,propep,13,0
adapter256,5,Q8K561,propep,24,1
adapter256,5,Q8L6Z5,propep,25,1
adapter256,5,Q8L8Q7,propep,24,1
adapter256,5,Q8LA14,pep,5,1
adapter256,5,Q8LC95,propep,21,1
adapter256,5,Q8LD63,pep,27,1
adapter256,5,Q8LEE9,propep,29,1
adapter256,5,Q8LEJ6,propep,27,1
adapter256,5,Q8MP00,propep,24,1
adapter256,5,Q8NI32,propep,19,1
adapter256,5,Q8QGP7,pep,38,0
adapter256,5,Q8QGP7,propep,15,1
adapter256,5,Q8R182,propep,34,1
adapter256,5,Q8RBA7,propep,6,1
adapter256,5,Q8REI3,propep,10,1
adapter256,5,Q8T112,pep,17,1
adapter256,5,Q8T112,propep,37,1
adapter256,5,Q8T1G4,propep,43,0
adapter256,5,Q8T1G5,propep,43,0
adapter256,5,Q8T1G6,propep,43,0
adapter256,5,Q8VXF2,propep,7,0
adapter256,5,Q8VXF2,propep,6,0
adapter256,5,Q8WVF2,propep,37,1
adapter256,5,Q8X783,propep,37,0
adapter256,5,Q8XIJ1,propep,9,1
adapter256,5,Q8ZDC4,propep,42,1
adapter256,5,Q8ZPK9,propep,35,0
adapter256,5,Q90WF4,pep,36,1
adapter256,5,Q90WF4,pep,32,1
adapter256,5,Q91V70,pep,46,0
adapter256,5,Q91V82,pep,35,1
adapter256,5,Q92058,propep,21,1
adapter256,5,Q924B5,propep,26,1
adapter256,5,Q931Q3,propep,9,1
adapter256,5,Q93MH4,propep,35,0
adapter256,5,Q93MH6,propep,38,0
adapter256,5,Q93WH6,propep,7,0
adapter256,5,Q93WH6,propep,6,0
adapter256,5,Q93X49,propep,7,0
adapter256,5,Q93X49,propep,6,0
adapter256,5,Q93XK2,propep,11,0
adapter256,5,Q941C5,pep,12,1
adapter256,5,Q94BT2,propep,26,1
adapter256,5,Q94DM8,propep,6,1
adapter256,5,Q94EY2,propep,6,1
adapter256,5,Q94F08,propep,24,1
adapter256,5,Q94KT8,propep,25,1
adapter256,5,Q95J18,pep,36,0
adapter256,5,Q95J18,propep,11,0
adapter256,5,Q95J22,pep,36,0
adapter256,5,Q95J22,propep,11,0
adapter256,5,Q95J24,pep,36,0
adapter256,5,Q95J24,propep,11,0
adapter256,5,Q95J46,pep,12,1
adapter256,5,Q95M66,pep,36,0
adapter256,5,Q95M66,propep,11,0
adapter256,5,Q95P48,pep,27,0
adapter256,5,Q95P48,pep,7,1
adapter256,5,Q95P48,pep,18,1
adapter256,5,Q95P48,pep,33,0
adapter256,5,Q95P48,pep,8,1
adapter256,5,Q95P48,propep,44,1
adapter256,5,Q95P48,propep,23,1
adapter256,5,Q97JL5,propep,9,1
adapter256,5,Q99317,propep,26,1
adapter256,5,Q99319,propep,26,1
adapter256,5,Q99320,propep,26,0
adapter256,5,Q99MP5,pep,22,1
adapter256,5,Q99N14,pep,11,1
adapter256,5,Q99N14,propep,38,1
adapter256,5,Q9AR88,pep,5,1
adapter256,5,Q9AR88,propep,46,0
adapter256,5,Q9BY14,propep,27,1
adapter256,5,Q9BZD6,propep,32,1
adapter256,5,Q9CA23,propep,7,1
adapter256,5,Q9CGL5,propep,9,1
adapter256,5,Q9D1N2,propep,30,1
adapter256,5,Q9D7F2,propep,24,1
adapter256,5,Q9D7S0,propep,22,1
adapter256,5,Q9DGK7,pep,36,1
adapter256,5,Q9DGK7,pep,29,0
adapter256,5,Q9EPI2,propep,23,0
adapter256,5,Q9EPS2,pep,36,1
adapter256,5,Q9EPS2,propep,31,0
adapter256,5,Q9FEB4,pep,5,1
adapter256,5,Q9FEB4,propep,44,0
adapter256,5,Q9FFH6,propep,23,1
adapter256,5,Q9FHQ6,propep,15,1
adapter256,5,Q9FIW0,pep,41,0
adapter256,5,Q9FIW0,propep,13,0
adapter256,5,Q9FIW1,pep,40,0
adapter256,5,Q9FIW1,propep,15,0
adapter256,5,Q9FRF9,pep,5,1
adapter256,5,Q9FRF9,propep,44,0
adapter256,5,Q9FS10,pep,5,1
adapter256,5,Q9FS10,propep,44,0
adapter256,5,Q9GLV5,pep,39,1
adapter256,5,Q9GQV7,pep,10,1
adapter256,5,Q9GQV7,pep,10,1
adapter256,5,Q9GQV7,pep,10,1
adapter256,5,Q9GQV7,propep,21,0
adapter256,5,Q9GQV7,propep,12,0
adapter256,5,Q9GQV7,propep,37,0
adapter256,5,Q9GZZ7,propep,21,1
adapter256,5,Q9I8P2,pep,36,1
adapter256,5,Q9I8P2,propep,30,1
adapter256,5,Q9I8P3,pep,36,1
adapter256,5,Q9I8P3,pep,29,0
adapter256,5,Q9I9D3,pep,36,1
adapter256,5,Q9I9D3,pep,29,0
adapter256,5,Q9JJT2,propep,23,1
adapter256,5,Q9JMI7,propep,26,1
adapter256,5,Q9K8J7,propep,9,1
adapter256,5,Q9L5D6,propep,11,0
adapter256,5,Q9L7Q2,propep,43,0
adapter256,5,Q9LE56,propep,22,1
adapter256,5,Q9LFW3,propep,17,0
adapter256,5,Q9LII0,propep,18,0
adapter256,5,Q9LJU1,propep,23,1
adapter256,5,Q9LMY9,pep,5,1
adapter256,5,Q9LMY9,propep,6,1
adapter256,5,Q9LUA1,pep,12,1
adapter256,5,Q9M0A1,propep,23,1
adapter256,5,Q9M2Y0,pep,5,1
adapter256,5,Q9M2Y0,propep,49,0
adapter256,5,Q9MAC1,propep,29,1
adapter256,5,Q9MYK8,pep,26,1
adapter256,5,Q9MYK8,pep,24,1
adapter256,5,Q9N5R0,propep,50,1
adapter256,5,Q9NL82,pep,11,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,11,0
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,pep,13,1
adapter256,5,Q9NL82,propep,26,1
adapter256,5,Q9NL82,propep,7,1
adapter256,5,Q9NL83,pep,11,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,11,0
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,pep,13,1
adapter256,5,Q9NL83,propep,26,1
adapter256,5,Q9NL83,propep,7,1
adapter256,5,Q9P3E4,propep,27,0
adapter256,5,Q9PQT2,propep,13,1
adapter256,5,Q9PT98,pep,36,1
adapter256,5,Q9PT98,propep,30,1
adapter256,5,Q9PT99,pep,36,1
adapter256,5,Q9PT99,propep,35,1
adapter256,5,Q9PTA0,pep,36,1
adapter256,5,Q9PTA0,pep,32,1
adapter256,5,Q9PW68,pep,36,1
adapter256,5,Q9PW68,pep,30,1
adapter256,5,Q9QUR8,propep,18,0
adapter256,5,Q9QZQ3,pep,14,1
adapter256,5,Q9QZQ4,pep,14,1
adapter256,5,Q9SIL7,propep,25,1
adapter256,5,Q9SJ81,propep,22,1
adapter256,5,Q9SK27,propep,22,1
adapter256,5,Q9SQN9,propep,26,0
adapter256,5,Q9SRT7,propep,20,0
adapter256,5,Q9SSG3,propep,30,0
adapter256,5,Q9STH5,propep,23,1
adapter256,5,Q9SZ51,propep,24,1
adapter256,5,Q9SZG4,pep,5,0
adapter256,5,Q9SZG4,propep,5,0
adapter256,5,Q9TR93,pep,34,0
adapter256,5,Q9TRM8,pep,35,0
adapter256,5,Q9TRM8,pep,24,1
adapter256,5,Q9UK23,propep,24,0
adapter256,5,Q9VET0,pep,28,0
adapter256,5,Q9VET0,propep,6,0
adapter256,5,Q9VET0,propep,37,1
adapter256,5,Q9VPR7,propep,29,1
adapter256,5,Q9VT52,pep,19,0
adapter256,5,Q9VT52,pep,29,1
adapter256,5,Q9VT52,propep,39,0
adapter256,5,Q9WTL0,pep,41,1
adapter256,5,Q9XSE2,pep,22,1
adapter256,5,Q9XSW6,pep,36,1
adapter256,5,Q9XSW6,pep,30,1
adapter256,5,Q9Y4W6,propep,28,0
adapter256,5,Q9Z172,propep,18,1
adapter256,5,Q9ZQG9,propep,33,1
adapter256,5,Q9ZWA8,propep,23,1
adapter256,5,W4VRV4,propep,29,1
adapter256,5,W4VS49,propep,29,1
adapter256,5,W4VSC0,propep,29,1
adapter256,5,W4VSG7,pep,14,0
adapter256,5,W4VSG7,propep,36,1
adapter256,5,W4VSG7,propep,5,1
adapter256,5,W4VSI9,propep,29,1
