protein_id,motif_cluster
Q9CGL5,44
Q9CQ52,16
Q9CQC2,31
Q9CQV6,11
Q9CQW3,1
Q9CQX2,7
Q9CR53,18
Q9CRA0,40
Q9CWP4,2
Q9CZQ6,2
Q9D106,17
Q9D1N2,40
Q9D3P9,6
Q9D6Z6,7
Q9D7F2,2
Q9D7R7,31
Q9D7S0,2
Q9D7Z7,2
Q9DA79,2
Q9DD06,40
Q9DD23,2
Q9DD33,21
Q9DD49,18
Q9DE68,49
Q9DET7,13
Q9DEX3,49
Q9DF33,3
Q9DF52,3
Q9DF56,3
Q9DF66,16
Q9DF67,16
Q9DF68,16
Q9DFD6,48
Q9DG36,18
Q9DG83,16
Q9DG84,16
Q9DGC8,18
Q9DGC9,18
Q9DGD4,23
Q9DGK7,18
Q9EPI2,2
Q9EPS2,18
Q9EQ21,17
Q9EQF4,2
Q9EQX0,28
Q9ER63,11
Q9ERA7,40
Q9ES87,40
Q9ESD1,40
Q9ESQ8,23
Q9ESQ9,23
Q9ESY9,11
Q9F1K9,7
Q9FEB4,1
Q9FFH6,2
Q9FFY3,2
Q9FGF6,11
Q9FGH4,2
Q9FH31,34
Q9FHN6,2
Q9FHQ6,11
Q9FHX5,2
Q9FIA9,40
Q9FIW0,40
Q9FIW1,40
Q9FJ13,2
Q9FJU9,2
Q9FK16,2
Q9FKT1,2
Q9FM65,2
Q9FN39,2
Q9FNQ2,2
Q9FPR2,2
Q9FRF9,1
Q9FRT8,34
Q9FRT9,34
Q9FS10,17
Q9FSI9,49
Q9FVE0,2
Q9FY19,46
Q9FY78,2
Q9FZ54,40
Q9FZ86,2
Q9FZA0,49
Q9FZD0,2
Q9FZE4,11
Q9GJY2,2
Q9GK11,49
Q9GK16,2
Q9GK30,24
Q9GKQ6,17
Q9GKY5,28
Q9GL30,11
Q9GL67,20
Q9GLC7,24
Q9GLD0,5
Q9GLF6,18
Q9GLG1,47
Q9GLG4,4
Q9GLK4,0
Q9GLN8,17
Q9GLP2,1
Q9GLP6,17
Q9GLR2,34
Q9GLV5,40
Q9GLY5,46
Q9GM96,23
Q9GMB7,34
Q9GMT4,2
Q9GMY2,31
Q9GMY3,31
Q9GMY4,31
Q9GMY6,31
Q9GMY7,31
Q9GMY8,31
Q9GP84,2
Q9GQV7,23
Q9GQW4,22
Q9GSA4,18
Q9GSL0,36
Q9GU57,24
Q9GU58,24
Q9GZQ8,11
Q9GZZ7,2
Q9H159,1
Q9H1M4,34
Q9H1Z8,24
Q9H2R5,16
Q9H300,34
Q9H3Y0,1
Q9H4A9,2
Q9H4B8,2
Q9HBT6,1
Q9HCQ7,23
Q9HEZ3,31
Q9HHA8,28
Q9HR36,21
Q9I194,40
Q9I837,3
Q9I842,3
Q9I843,3
Q9I844,3
Q9I845,3
Q9I846,3
Q9I847,3
Q9I8P2,18
Q9I8P3,18
Q9I8W9,16
Q9I8X0,16
Q9I8X1,16
Q9I8X2,16
Q9I900,3
Q9I9D3,18
Q9I9L7,28
Q9IA08,18
Q9IA09,4
Q9IA10,18
Q9IAB0,28
Q9IAU2,4
Q9IAX6,28
Q9IAY0,11
Q9IAY1,11
Q9IAY2,40
Q9IAY3,11
Q9IB75,49
Q9JHI0,40
Q9JHJ7,2
Q9JHW0,21
Q9JHX4,28
Q9JI58,2
Q9JJT2,2
Q9JL18,46
Q9JLA2,7
Q9JLT2,2
Q9JM53,34
Q9JM71,16
Q9JMI7,2
Q9K5K2,7
Q9K5K3,7
Q9K5K8,7
Q9K8J7,44
Q9KD78,44
Q9KWM4,7
Q9KWN0,31
Q9L5D6,28
Q9LE56,2
Q9LE89,49
Q9LEH8,49
Q9LFW3,2
Q9LH43,46
Q9LI64,11
Q9LIB6,2
Q9LII0,40
Q9LJ85,40
Q9LJ86,2
Q9LJD9,2
Q9LJU0,2
Q9LJU1,2
Q9LK37,46
Q9LMY9,11
Q9LNN7,34
Q9LTW9,40
Q9LUA1,11
Q9LV87,40
Q9LV88,40
Q9LV97,11
Q9LVC0,2
Q9LX20,2
Q9LXU0,28
Q9LY91,2
Q9LYF6,2
Q9LZH5,40
Q9LZL3,46
Q9LZX4,2
Q9M088,2
Q9M099,28
Q9M0A1,2
Q9M0I0,2
Q9M0S4,2
Q9M2G1,2
Q9M2K6,40
Q9M2Y0,17
Q9M373,2
Q9M4E3,49
Q9M653,34
Q9M654,34
Q9MA62,46
Q9MAC1,2
Q9MS55,7
Q9MS58,7
Q9MS61,7
Q9MS64,7
Q9MS67,7
Q9MS70,7
Q9MS73,7
Q9MS76,7
Q9MS79,7
Q9MTL6,7
Q9MTN2,7
Q9MUS0,7
Q9MUW0,32
Q9MUW1,7
Q9MYK8,17
Q9MYM4,34
Q9MYV1,26
Q9MYY0,28
Q9MZV6,28
Q9MZV7,28
Q9N0A6,2
Q9N0E3,2
Q9N0T3,26
Q9N0V5,13
Q9N0Z6,7
Q9N2D0,34
Q9N2D1,16
Q9N2D2,49
Q9N2D3,31
Q9N2D4,31
Q9N2I1,28
Q9N2I2,34
Q9N4D8,34
Q9N4V0,10
Q9N563,23
Q9N5R0,49
Q9N633,37
Q9N661,49
Q9N669,14
Q9N6A4,12
Q9NBG9,11
Q9NDA5,39
Q9NDA6,39
Q9NDA7,39
Q9NDE7,40
Q9NDE8,10
Q9NFP1,2
Q9NGP0,24
Q9NIP6,23
Q9NJC6,49
Q9NJQ2,24
Q9NL55,1
Q9NL82,27
Q9NL83,27
Q9NPA2,2
Q9NPD7,33
Q9NQX7,48
Q9NZH6,7
Q9NZH8,7
Q9P0G3,16
Q9P121,2
Q9P358,31
Q9P359,31
Q9P378,2
Q9P3E4,40
Q9P4W3,31
Q9P4W4,31
Q9P7J9,2
Q9P8G3,40
Q9P992,21
Q9P996,21
Q9P9I1,20
Q9P9I3,20
Q9PJV0,46
Q9PQT2,44
Q9PRG0,3
Q9PRR0,0
Q9PRZ6,0
Q9PT26,21
Q9PT40,16
Q9PT41,16
Q9PT75,8
Q9PT98,18
Q9PT99,11
Q9PTA0,18
Q9PTA1,3
Q9PTA5,3
Q9PTA6,3
Q9PTA7,3
Q9PTL3,16
Q9PTQ4,26
Q9PTS1,26
Q9PTU8,16
Q9PU29,38
Q9PU41,38
Q9PU97,3
Q9PUG7,3
Q9PUG8,3
Q9PUG9,3
Q9PUH0,3
Q9PUH1,3
Q9PUH2,3
Q9PUH3,3
Q9PUH4,3
Q9PUH5,3
Q9PUH6,3
Q9PUH7,3
Q9PUH8,3
Q9PUH9,3
Q9PUI0,3
Q9PUI1,3
Q9PUR0,13
Q9PUR1,4
Q9PVK9,28
Q9PVW7,46
Q9PW35,11
Q9PW36,40
Q9PW56,29
Q9PW68,18
Q9PWJ0,28
Q9QUG3,2
Q9QUK9,16
Q9QUP5,44
Q9QUR8,2
Q9QXK8,4
Q9QXQ6,48
Q9QXQ7,46
Q9QXU9,13
Q9QXV0,13
Q9QXX3,1
Q9QY05,0
Q9QYH7,28
Q9QYZ9,16
Q9QZ25,40
Q9QZF2,2
Q9QZQ3,0
Q9QZQ4,0
Q9QZT3,1
Q9QZY5,34
Q9R087,2
Q9R0R1,11
Q9R0R3,40
Q9R0R4,40
Q9R0S3,2
Q9R0T7,16
Q9R171,34
Q9R1E6,17
Q9R1T3,17
Q9RQJ2,49
Q9S0W8,3
Q9S3W5,32
Q9S9K4,2
Q9SD84,2
Q9SE35,29
Q9SE93,7
Q9SI57,28
Q9SIL7,2
Q9SIU6,49
Q9SIZ9,40
Q9SJ81,2
Q9SJY7,2
Q9SK27,2
Q9SKW7,28
Q9SNC3,2
Q9SPL3,34
Q9SPL4,34
Q9SPL5,34
Q9SQN9,2
Q9SQT9,2
Q9SRT7,2
Q9SRY3,49
Q9SSG3,2
Q9STH5,2
Q9STQ3,2
Q9SU13,2
Q9SU40,2
Q9SUC9,2
Q9SUV6,2
Q9SV73,11
Q9SXA6,33
Q9SZ51,2
Q9SZG4,11
Q9T045,2
Q9T076,2
Q9T351,32
Q9TJ82,32
Q9TKY7,7
Q9TKZ9,7
Q9TL35,32
Q9TNF7,32
Q9TNF8,32
Q9TQY7,0
Q9TR93,40
Q9TRM8,24
Q9TRY9,17
Q9TS34,9
Q9TS35,9
Q9TS44,40
Q9TSX8,2
Q9TSZ0,17
Q9TSZ1,17
Q9TT95,40
Q9TTE2,49
Q9TU73,7
Q9TUI9,40
Q9TUX7,23
Q9TV13,28
Q9TVA3,9
Q9TVF6,12
Q9TVF7,12
Q9TVK3,12
Q9TVN1,12
Q9TVQ6,12
Q9TVQ7,12
Q9TVR4,12
Q9TVU1,12
Q9TVX4,12
Q9TVY1,39
Q9TW08,12
Q9TWM7,12
Q9TY83,44
Q9TY84,44
Q9TY95,34
Q9TZP5,7
Q9U3Z3,48
Q9U5D2,24
Q9U619,39
Q9U644,12
Q9U645,12
Q9U647,12
Q9U648,12
Q9U650,12
Q9U651,12
Q9U654,12
Q9U655,12
Q9U656,12
Q9U657,40
Q9U659,12
Q9U660,12
Q9U662,12
Q9U6X1,49
Q9U6Z5,34
Q9U6Z6,39
Q9U6Z8,34
Q9U6Z9,40
Q9U700,13
Q9U8R2,24
Q9UA71,12
Q9UA72,12
Q9UA83,12
Q9UA85,40
Q9UA86,12
Q9UA91,12
Q9UA93,12
Q9UA95,12
Q9UAB2,12
Q9UBC7,48
Q9UBR2,17
Q9UBU3,17
Q9UHA7,7
Q9UHF0,22
Q9UHG2,41
Q9UK23,17
Q9UKY0,2
Q9ULB4,1
Q9ULB5,1
Q9ULZ1,40
Q9ULZ9,2
Q9UNI1,16
Q9UR19,31
Q9URQ0,2
Q9UV63,7
Q9UVP6,31
Q9UWG6,20
Q9UXF3,21
Q9UYL3,20
Q9V0N9,21
Q9V247,21
Q9V253,21
Q9V2W8,20
Q9V2W9,20
Q9V2X0,20
Q9V2X1,20
Q9V521,7
Q9V751,31
Q9V8G0,40
Q9VC44,26
Q9VCW0,23
Q9VET0,22
Q9VG55,23
Q9VGE8,10
Q9VIH9,33
Q9VII1,33
Q9VII3,33
Q9VIQ0,23
Q9VJ33,11
Q9VKA0,33
Q9VLK4,13
Q9VPR7,2
Q9VQ66,28
Q9VT50,41
Q9VT51,24
Q9VT52,28
Q9VT53,11
Q9VTM6,33
Q9VTZ5,11
Q9VU58,11
Q9VV28,28
Q9VV72,2
Q9VVF7,26
Q9VZ21,33
Q9W0W6,6
Q9W1V6,7
Q9W3T7,33
Q9W4Q9,41
Q9W4Z4,34
Q9W6M9,4
Q9W6V2,2
Q9W7E9,0
Q9W7F0,0
Q9W7J3,3
Q9W7J4,3
Q9W7R2,0
Q9W7S2,40
Q9WTL0,40
Q9WTR5,33
Q9WU67,2
Q9WUC3,33
Q9WUG6,40
Q9WUK0,48
Q9WUU7,28
Q9WV41,0
Q9WVA8,23
Q9WVA9,23
Q9WVJ3,17
Q9WYZ1,21
Q9X2V7,7
Q9XEB5,11
Q9XEC4,49
Q9XF04,28
Q9XFX3,49
Q9XFX4,49
Q9XHP1,34
Q9XPS4,7
Q9XS63,5
Q9XSD9,49
Q9XSE2,49
Q9XSE9,9
Q9XSJ6,34
Q9XSM2,16
Q9XSN2,9
Q9XSN3,9
Q9XSQ7,7
Q9XSR0,7
Q9XSW6,18
Q9XT35,20
Q9XVX1,22
Q9XW71,23
Q9XWV7,10
Q9XYR5,34
Q9XYZ0,12
Q9XYZ1,12
Q9XZK2,37
Q9XZK3,40
Q9XZK4,40
Q9XZK5,12
Q9XZK6,34
Q9XZK7,40
Q9XZK8,12
Q9XZK9,12
Q9XZL0,12
Q9XZL1,12
Q9XZL2,12
Q9XZL3,12
Q9XZL4,12
Q9XZL5,12
Q9Y0X4,49
Q9Y0X6,29
Q9Y1U9,49
Q9Y251,28
Q9Y287,48
Q9Y2I2,40
Q9Y4W6,34
Q9Y581,4
Q9Y5Q6,24
Q9Y5Z0,46
Q9Y625,2
Q9Y646,17
Q9Y6M0,2
Q9Y6N8,1
Q9Y7S9,2
Q9Y7Y7,2
Q9Y833,31
Q9YAN6,20
Q9YAN8,20
Q9YER0,21
Q9YES4,21
Q9YGH3,0
Q9YGH4,0
Q9YGH5,0
Q9YGI6,16
Q9YGJ2,16
Q9YGJ8,16
Q9YGJ9,16
Q9YGK2,43
Q9YGK4,43
Q9YGK5,43
Q9YH26,7
Q9YI19,28
Q9Z0F1,40
Q9Z0J1,2
Q9Z0J8,2
Q9Z0K8,2
Q9Z0L5,1
Q9Z0L6,1
Q9Z0M1,16
Q9Z0M3,1
Q9Z0M5,17
Q9Z0T3,2
Q9Z0X1,34
Q9Z0Y2,3
Q9Z172,11
Q9Z1F1,17
Q9Z1Q3,33
Q9Z1Q4,33
Q9Z2Q3,2
Q9ZQ23,2
Q9ZQG9,2
Q9ZQI8,2
Q9ZQX0,34
Q9ZT16,2
Q9ZT17,2
Q9ZU91,2
Q9ZUJ5,2
Q9ZVC7,2
Q9ZWA8,2
R4JJN6,35
R4JNJ5,35
R4JQZ0,22
R4ZCU1,29
R9UC00,34
R9UC04,34
R9UC06,34
R9UC10,34
R9UCX1,34
R9UE59,34
R9UE63,25
R9UE65,13
R9UE68,34
R9UFE0,34
R9UFE4,25
R9UFJ8,34
S0F1M4,24
S0F1M6,24
S0F1M9,12
S0F1N0,24
S0F1N6,24
S0F1N7,24
S0F1P1,12
S0F204,24
S0F207,24
S0F209,24
S0F215,24
S4S2C7,39
S4S3F6,39
S4S3G3,39
S4UJV1,40
S4UJW3,34
S4UKA9,11
S6CWV8,35
S6D3A7,35
S7Q0E7,11
S8AKE6,31
T1NXB5,34
T1PQV6,49
T1PRE3,49
T1W425,17
U3UBT3,15
U4N938,34
U5KJC9,40
U5KJJ1,11
U5KJM4,11
U5KJM6,11
U5KJT7,40
U5KJZ2,11
U5L396,7
U5L397,7
U5L3J5,7
U5L3J7,7
U5L3J9,7
U5L3K1,7
U5L3M6,7
U5L3M7,7
U5L3M8,7
U5L3X0,7
U5L3X2,7
U5L406,7
U5L408,7
U5L409,7
U5YCR8,16
V5IRP6,2
V5LU01,40
V5V893,34
V5V9Y7,46
W0THY6,11
W4VRV4,49
W4VS16,12
W4VS49,49
W4VS82,12
W4VSA0,39
W4VSB6,40
W4VSC0,49
W4VSE7,12
W4VSF6,34
W4VSG7,34
W4VSI9,49
W4VSM1,46
W5U5X5,14
W7DQ33,27
W8EFS0,11
W8GNV3,34
X5I9Y2,13
X5I9Z2,13
X5IFY8,39
X5IFZ1,40
X5IGW1,13
X5IWS1,49
X5IWT5,39
X5IXY8,34
X5IY26,12
A0A1D8PQ86,50
A0A1D8PQB9,50
A0AAQ4VMX2,50
A2QUQ2,50
B2DCR8,50
F1RWC3,50
H2EQR6,50
H2KZ60,50
O06653,50
O13368,50
O42350,50
O55111,50
O60494,50
O70244,50
O74623,50
O93484,50
O94779,50
P01024,50
P01025,50
P01026,50
P01027,50
P04932,50
P04933,50
P04934,50
P08569,50
P08640,50
P09805,50
P09831,50
P0C0L4,50
P0C0L5,50
P0CU38,50
P10039,50
P12387,50
P12661,50
P13819,50
P13828,50
P16881,50
P19069,50
P19598,50
P22063,50
P25489,50
P25653,50
P32768,50
P35555,50
P35556,50
P36170,50
P38894,50
P39712,50
P42835,50
P43153,50
P47179,50
P50495,50
P50899,50
P53621,50
P68500,50
P96989,50
P97527,50
P97528,50
P98133,50
Q01833,50
Q02246,50
Q02413,50
Q03763,50
Q05755,50
Q06811,50
Q07409,50
Q14126,50
Q24702,50
Q27954,50
Q2UVX4,50
Q3BDI7,50
Q41406,50
Q53020,50
Q53047,50
Q56F26,50
Q58L90,50
Q58L91,50
Q593B6,50
Q59L12,50
Q59SG9,50
Q59XA7,50
Q59XL0,50
Q5A1E0,50
Q5A2Z7,50
Q5A312,50
Q5A5M7,50
Q5A849,50
Q5A8T4,50
Q5A8T7,50
Q5AAL9,50
Q5AJV5,50
Q61330,50
Q61495,50
Q61554,50
Q61555,50
Q62682,50
Q62845,50
Q69Z26,50
Q6W3B0,50
Q6Y9H0,50
Q6YHK3,50
Q75N90,50
Q769J6,50
Q76LX8,50
Q7LHG5,50
Q7RTW8,50
Q7RTY7,50
Q7SZN0,50
Q7TMD7,50
Q7TSF1,50
Q7ZW34,50
Q86SJ6,50
Q8AXZ4,50
Q8CIE6,50
Q8DQN5,50
Q8I0U8,50
Q8IWV2,50
Q8K561,50
Q8R422,50
Q8TFG9,50
Q8TGE1,50
Q90W79,50
Q91274,50
Q92619,50
Q96WV6,50
Q99031,50
Q99315,50
Q9GKQ8,50
Q9JLB4,50
Q9JMB8,50
Q9KKA3,50
Q9L7Q2,50
Q9P232,50
Q9P6S0,50
Q9TU53,50
Q9TV36,50
Q9UQ52,50
Q9VN14,50
